onset	duration	trial_type	writtenTime	pressedTrigger
0	0	Start of recording	1.04	True
59.9999964237213	0	Sync	1.05	True
119.999992847443	0	Electrodetest	1.06	True
1140.00000245869	0	Went to bed	1.23	True
1199.99999888241	0	Lights Out	1.24	True
28439.9999946356	0	Got up	8.58	True
