onset	duration	trial_type	temperature	trial_id	reliabilityrun	patch	TE	onset_scr	rating
20.0203161239624	1	heat	48	1	0	Patch5	te-35	2542.0	54
32.3405160903931	1	heat	48	2	0	Patch5	te-35	3774.0	54
46.1453001499176	1	heat	48	3	0	Patch5	te-35	5154.5	54
61.0021240711212	1	heat	48	4	0	Patch5	te-35	6640.2	54
72.4763770103455	1	heat	48	5	0	Patch5	te-35	7787.6	54
87.1220021247864	1	heat	48	6	0	Patch5	te-35	9252.2	54
98.8154029846191	1	heat	48	7	0	Patch5	te-35	10421.5	54
112.199720144272	1	heat	48	8	0	Patch5	te-35	11760.0	54
124.313147068024	1	heat	48	9	0	Patch5	te-35	12971.3	54
137.267094135284	1	heat	48	10	0	Patch5	te-35	14266.7	54
148.328328132629	1	heat	48	11	0	Patch5	te-35	15372.8	54
163.384489059448	1	heat	48	12	0	Patch5	te-35	16878.4	54
177.392352104187	1	heat	48	13	0	Patch5	te-35	18279.2	54
190.987173080444	1	heat	48	14	0	Patch5	te-35	19638.7	54
202.259648084641	1	heat	48	15	0	Patch5	te-35	20765.9	54
216.695547103882	1	heat	48	16	0	Patch5	te-35	22209.5	54
230.920673131943	1	heat	48	17	0	Patch5	te-35	23632.0	54
242.820348024368	1	heat	48	18	0	Patch5	te-35	24822.0	54
255.992345094681	1	heat	48	19	0	Patch5	te-35	26139.2	54
268.732512950897	1	heat	48	20	0	Patch5	te-35	27413.2	54
