onset	duration	trial_type	temperature	trial_id	reliabilityrun	patch	TE	onset_scr	rating
20.020416021347	1	heat	48	1	0	Patch3	te-25	2542.1	52
32.3439919948578	1	heat	48	2	0	Patch3	te-25	3774.4	52
46.1489691734314	1	heat	48	3	0	Patch3	te-25	5154.9	52
61.0048551559448	1	heat	48	4	0	Patch3	te-25	6640.5	52
72.487743139267	1	heat	48	5	0	Patch3	te-25	7788.8	52
87.1333191394806	1	heat	48	6	0	Patch3	te-25	9253.3	52
98.8264360427856	1	heat	48	7	0	Patch3	te-25	10422.7	52
112.211068153381	1	heat	48	8	0	Patch3	te-25	11761.1	52
124.324517011642	1	heat	48	9	0	Patch3	te-25	12972.5	52
137.278422117233	1	heat	48	10	0	Patch3	te-25	14267.9	52
148.337374210358	1	heat	48	11	0	Patch3	te-25	15373.7	52
163.403409004211	1	heat	48	12	0	Patch3	te-25	16880.3	52
177.418715000153	1	heat	48	13	0	Patch3	te-25	18281.9	52
191.013548135757	1	heat	48	14	0	Patch3	te-25	19641.4	52
202.285907030106	1	heat	48	15	0	Patch3	te-25	20768.6	52
216.721291065216	1	heat	48	16	0	Patch3	te-25	22212.1	52
230.947573184967	1	heat	48	17	0	Patch3	te-25	23634.8	52
242.841241121292	1	heat	48	18	0	Patch3	te-25	24824.1	52
256.01564002037	1	heat	48	19	0	Patch3	te-25	26141.6	52
268.759463071823	1	heat	48	20	0	Patch3	te-25	27416.0	52
