onset	duration	trial_type	sub_type	electrodes_involved_onset	electrodes_involved_offset	offset	sample_start	sample_end	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_current	electrical_stimulation_frequency	electrical_stimulation_pulsewidth	notes
128.43798828125	6.89453125	artefact	n/a	all	all	135.33251953125	263041	277161	n/a	n/a	n/a	n/a	n/a	n/a
163.49853515625	0.2998046875	artefact	n/a	all	all	163.79833984375	334845	335459	n/a	n/a	n/a	n/a	n/a	n/a
187.7119140625	0.78369140625	artefact	n/a	all	all	188.49560546875	384434	386039	n/a	n/a	n/a	n/a	n/a	n/a
193.3984375	1.583984375	artefact	n/a	all	all	194.982421875	396080	399324	n/a	n/a	n/a	n/a	n/a	n/a
214.56005859375	2.46826171875	artefact	n/a	all	all	217.0283203125	439419	444474	n/a	n/a	n/a	n/a	n/a	n/a
226.2333984375	0.2998046875	artefact	n/a	all	all	226.533203125	463326	463940	n/a	n/a	n/a	n/a	n/a	n/a
293.845703125	3.501953125	artefact	n/a	all	all	297.34765625	601796	608968	n/a	n/a	n/a	n/a	n/a	n/a
298.70703125	0.65869140625	artefact	n/a	all	all	299.36572265625	611752	613101	n/a	n/a	n/a	n/a	n/a	n/a
371.92236328125	2.8017578125	artefact	n/a	all	all	374.72412109375	761697	767435	n/a	n/a	n/a	n/a	n/a	n/a
592.0283203125	1.2421875	artefact	n/a	all	all	593.2705078125	1212474	1215018	n/a	n/a	n/a	n/a	n/a	n/a
842.3837890625	0.37548828125	artefact	n/a	all	all	842.75927734375	1725202	1725971	n/a	n/a	n/a	n/a	n/a	n/a
1321.68359375	0.60009765625	artefact	n/a	all	all	1322.28369140625	2706808	2708037	n/a	n/a	n/a	n/a	n/a	n/a
2359.10986328125	0.3251953125	artefact	n/a	all	all	2359.43505859375	4831457	4832123	n/a	n/a	n/a	n/a	n/a	n/a
2417.2421875	0.6337890625	artefact	n/a	all	all	2417.8759765625	4950512	4951810	n/a	n/a	n/a	n/a	n/a	n/a
2465.82763671875	0.67529296875	artefact	n/a	all	all	2466.5029296875	5050015	5051398	n/a	n/a	n/a	n/a	n/a	n/a
2978.8876953125	2.18408203125	artefact	n/a	all	all	2981.07177734375	6100762	6105235	n/a	n/a	n/a	n/a	n/a	n/a
46.62646484375	3136.7001953125	stimulation	SPESclin	all	all	3183.32666015625	95491	6519453	n/a	n/a	n/a	n/a	n/a	n/a
48.81787109375	0.001	electrical_stimulation	SPESclin	n/a	n/a	48.81887109375	99979	99981.048	monophasic	C01-C02	0.008	0.2	0.001	n/a
53.81787109375	0.001	electrical_stimulation	SPESclin	n/a	n/a	53.81887109375	110219	110221.048	monophasic	C01-C02	0.008	0.2	0.001	n/a
58.81787109375	0.001	electrical_stimulation	SPESclin	n/a	n/a	58.81887109375	120459	120461.048	monophasic	C01-C02	0.008	0.2	0.001	n/a
63.81787109375	0.001	electrical_stimulation	SPESclin	n/a	n/a	63.81887109375	130699	130701.048	monophasic	C01-C02	0.008	0.2	0.001	n/a
68.81787109375	0.001	electrical_stimulation	SPESclin	n/a	n/a	68.81887109375	140939	140941.048	monophasic	C01-C02	0.008	0.2	0.001	n/a
73.81787109375	0.001	electrical_stimulation	SPESclin	n/a	n/a	73.81887109375	151179	151181.048	monophasic	C01-C02	0.008	0.2	0.001	n/a
78.81787109375	0.001	electrical_stimulation	SPESclin	n/a	n/a	78.81887109375	161419	161421.048	monophasic	C01-C02	0.008	0.2	0.001	n/a
83.81787109375	0.001	electrical_stimulation	SPESclin	n/a	n/a	83.81887109375	171659	171661.048	monophasic	C01-C02	0.008	0.2	0.001	n/a
88.81787109375	0.001	electrical_stimulation	SPESclin	n/a	n/a	88.81887109375	181899	181901.048	monophasic	C01-C02	0.008	0.2	0.001	n/a
