onset	duration	sample_start	trial_type	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_site_num	electrical_stimulation_current	status	status_description
460.666041666667	0.0002	2211197	electrical_stimulation	biphasic	LK4-LK5	226-227	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
463.642708333333	0.0002	2225485	electrical_stimulation	biphasic	LK4-LK5	226-227	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/High
468.06	0.0002	2246688	electrical_stimulation	biphasic	LK4-LK5	226-227	6.0 mA	good	n/a
470.796875	0.0002	2259825	electrical_stimulation	biphasic	LK4-LK5	226-227	6.0 mA	good	n/a
473.869583333333	0.0002	2274574	electrical_stimulation	biphasic	LK4-LK5	226-227	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/High
476.174166666667	0.0002	2285636	electrical_stimulation	biphasic	LK4-LK5	226-227	6.0 mA	good	n/a
478.606875	0.0002	2297313	electrical_stimulation	biphasic	LK4-LK5	226-227	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/High
482.351875	0.0002	2315289	electrical_stimulation	biphasic	LK4-LK5	226-227	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/High
498.132291666667	0.0002	2391035	electrical_stimulation	biphasic	LK5-LK6	227-228	6.0 mA	good	n/a
502.277291666667	0.0002	2410931	electrical_stimulation	biphasic	LK5-LK6	227-228	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
506.598541666667	0.0002	2431673	electrical_stimulation	biphasic	LK5-LK6	227-228	6.0 mA	good	n/a
511.191666666667	0.0002	2453720	electrical_stimulation	biphasic	LK5-LK6	227-228	6.0 mA	good	n/a
514.664791666667	0.0002	2470391	electrical_stimulation	biphasic	LK5-LK6	227-228	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
517.641458333333	0.0002	2484679	electrical_stimulation	biphasic	LK5-LK6	227-228	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/High
522.05875	0.0002	2505882	electrical_stimulation	biphasic	LK5-LK6	227-228	6.0 mA	good	n/a
524.795416666667	0.0002	2519018	electrical_stimulation	biphasic	LK5-LK6	227-228	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
527.868125	0.0002	2533767	electrical_stimulation	biphasic	LK5-LK6	227-228	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/High
530.172916666667	0.0002	2544830	electrical_stimulation	biphasic	LK5-LK6	227-228	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
532.605625	0.0002	2556507	electrical_stimulation	biphasic	LK5-LK6	227-228	6.0 mA	good	n/a
536.350625	0.0002	2574483	electrical_stimulation	biphasic	LK5-LK6	227-228	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
