onset	duration	sample_start	trial_type	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_site_num	electrical_stimulation_current	status	status_description
12.144375	0.0002	58293	electrical_stimulation	biphasic	RK1-RK2	109-110	6.0 mA	good	n/a
16.2895833333333	0.0002	78190	electrical_stimulation	biphasic	RK1-RK2	109-110	6.0 mA	good	n/a
20.610625	0.0002	98931	electrical_stimulation	biphasic	RK1-RK2	109-110	6.0 mA	good	n/a
25.2039583333333	0.0002	120979	electrical_stimulation	biphasic	RK1-RK2	109-110	6.0 mA	good	n/a
28.676875	0.0002	137649	electrical_stimulation	biphasic	RK1-RK2	109-110	6.0 mA	good	n/a
31.65375	0.0002	151938	electrical_stimulation	biphasic	RK1-RK2	109-110	6.0 mA	good	n/a
36.0708333333333	0.0002	173140	electrical_stimulation	biphasic	RK1-RK2	109-110	6.0 mA	good	n/a
38.8075	0.0002	186276	electrical_stimulation	biphasic	RK1-RK2	109-110	6.0 mA	good	n/a
41.8804166666667	0.0002	201026	electrical_stimulation	biphasic	RK1-RK2	109-110	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
44.185	0.0002	212088	electrical_stimulation	biphasic	RK1-RK2	109-110	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
46.6177083333333	0.0002	223765	electrical_stimulation	biphasic	RK1-RK2	109-110	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
50.3627083333333	0.0002	241741	electrical_stimulation	biphasic	RK1-RK2	109-110	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/High
66.126875	0.0002	317409	electrical_stimulation	biphasic	RK2-RK3	110-111	6.0 mA	good	n/a
70.271875	0.0002	337305	electrical_stimulation	biphasic	RK2-RK3	110-111	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
74.593125	0.0002	358047	electrical_stimulation	biphasic	RK2-RK3	110-111	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/High
79.18625	0.0002	380094	electrical_stimulation	biphasic	RK2-RK3	110-111	6.0 mA	good	n/a
82.659375	0.0002	396765	electrical_stimulation	biphasic	RK2-RK3	110-111	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
85.6360416666667	0.0002	411053	electrical_stimulation	biphasic	RK2-RK3	110-111	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/High
90.053125	0.0002	432255	electrical_stimulation	biphasic	RK2-RK3	110-111	6.0 mA	good	n/a
92.79	0.0002	445392	electrical_stimulation	biphasic	RK2-RK3	110-111	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
95.8627083333333	0.0002	460141	electrical_stimulation	biphasic	RK2-RK3	110-111	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
98.1675	0.0002	471204	electrical_stimulation	biphasic	RK2-RK3	110-111	6.0 mA	good	n/a
100.6	0.0002	482880	electrical_stimulation	biphasic	RK2-RK3	110-111	6.0 mA	good	n/a
104.329166666667	0.0002	500780	electrical_stimulation	biphasic	RK2-RK3	110-111	6.0 mA	good	n/a
120.125416666667	0.0002	576602	electrical_stimulation	biphasic	RK3-RK4	111-112	6.0 mA	good	n/a
124.270625	0.0002	596499	electrical_stimulation	biphasic	RK3-RK4	111-112	6.0 mA	good	n/a
128.591666666667	0.0002	617240	electrical_stimulation	biphasic	RK3-RK4	111-112	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
133.185	0.0002	639288	electrical_stimulation	biphasic	RK3-RK4	111-112	6.0 mA	good	n/a
136.657916666667	0.0002	655958	electrical_stimulation	biphasic	RK3-RK4	111-112	6.0 mA	good	n/a
139.650833333333	0.0002	670324	electrical_stimulation	biphasic	RK3-RK4	111-112	6.0 mA	good	n/a
144.067916666667	0.0002	691526	electrical_stimulation	biphasic	RK3-RK4	111-112	6.0 mA	good	n/a
146.820625	0.0002	704739	electrical_stimulation	biphasic	RK3-RK4	111-112	6.0 mA	good	n/a
149.8775	0.0002	719412	electrical_stimulation	biphasic	RK3-RK4	111-112	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/High
152.182291666667	0.0002	730475	electrical_stimulation	biphasic	RK3-RK4	111-112	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
154.614791666667	0.0002	742151	electrical_stimulation	biphasic	RK3-RK4	111-112	6.0 mA	good	n/a
158.36	0.0002	760128	electrical_stimulation	biphasic	RK3-RK4	111-112	6.0 mA	good	n/a
174.124166666667	0.0002	835796	electrical_stimulation	biphasic	RK4-RK5	112-113	6.0 mA	good	n/a
178.269375	0.0002	855693	electrical_stimulation	biphasic	RK4-RK5	112-113	6.0 mA	good	n/a
182.590416666667	0.0002	876434	electrical_stimulation	biphasic	RK4-RK5	112-113	6.0 mA	good	n/a
187.183541666667	0.0002	898481	electrical_stimulation	biphasic	RK4-RK5	112-113	6.0 mA	good	n/a
190.656666666667	0.0002	915152	electrical_stimulation	biphasic	RK4-RK5	112-113	6.0 mA	good	n/a
193.633333333333	0.0002	929440	electrical_stimulation	biphasic	RK4-RK5	112-113	6.0 mA	good	n/a
198.050625	0.0002	950643	electrical_stimulation	biphasic	RK4-RK5	112-113	6.0 mA	good	n/a
200.787291666667	0.0002	963779	electrical_stimulation	biphasic	RK4-RK5	112-113	6.0 mA	good	n/a
203.860208333333	0.0002	978529	electrical_stimulation	biphasic	RK4-RK5	112-113	6.0 mA	good	n/a
206.164791666667	0.0002	989591	electrical_stimulation	biphasic	RK4-RK5	112-113	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
208.5975	0.0002	1001268	electrical_stimulation	biphasic	RK4-RK5	112-113	6.0 mA	good	n/a
212.3425	0.0002	1019244	electrical_stimulation	biphasic	RK4-RK5	112-113	6.0 mA	good	n/a
228.122708333333	0.0002	1094989	electrical_stimulation	biphasic	RK5-RK6	113-114	6.0 mA	good	n/a
232.267916666667	0.0002	1114886	electrical_stimulation	biphasic	RK5-RK6	113-114	6.0 mA	good	n/a
236.588958333333	0.0002	1135627	electrical_stimulation	biphasic	RK5-RK6	113-114	6.0 mA	good	n/a
241.182291666667	0.0002	1157675	electrical_stimulation	biphasic	RK5-RK6	113-114	6.0 mA	good	n/a
244.655208333333	0.0002	1174345	electrical_stimulation	biphasic	RK5-RK6	113-114	6.0 mA	good	n/a
247.632083333333	0.0002	1188634	electrical_stimulation	biphasic	RK5-RK6	113-114	6.0 mA	good	n/a
252.049375	0.0002	1209837	electrical_stimulation	biphasic	RK5-RK6	113-114	6.0 mA	good	n/a
254.786041666667	0.0002	1222973	electrical_stimulation	biphasic	RK5-RK6	113-114	6.0 mA	good	n/a
257.858958333333	0.0002	1237723	electrical_stimulation	biphasic	RK5-RK6	113-114	6.0 mA	good	n/a
260.163541666667	0.0002	1248785	electrical_stimulation	biphasic	RK5-RK6	113-114	6.0 mA	good	n/a
262.596041666667	0.0002	1260461	electrical_stimulation	biphasic	RK5-RK6	113-114	6.0 mA	good	n/a
266.34125	0.0002	1278438	electrical_stimulation	biphasic	RK5-RK6	113-114	6.0 mA	good	n/a
282.121458333333	0.0002	1354183	electrical_stimulation	biphasic	LK1-LK2	223-224	6.0 mA	good	n/a
286.266666666667	0.0002	1374080	electrical_stimulation	biphasic	LK1-LK2	223-224	6.0 mA	good	n/a
290.587916666667	0.0002	1394822	electrical_stimulation	biphasic	LK1-LK2	223-224	6.0 mA	good	n/a
295.181041666667	0.0002	1416869	electrical_stimulation	biphasic	LK1-LK2	223-224	6.0 mA	good	n/a
298.654166666667	0.0002	1433540	electrical_stimulation	biphasic	LK1-LK2	223-224	6.0 mA	good	n/a
301.630833333333	0.0002	1447828	electrical_stimulation	biphasic	LK1-LK2	223-224	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/High
306.048125	0.0002	1469031	electrical_stimulation	biphasic	LK1-LK2	223-224	6.0 mA	good	n/a
308.784791666667	0.0002	1482167	electrical_stimulation	biphasic	LK1-LK2	223-224	6.0 mA	good	n/a
311.857708333333	0.0002	1496917	electrical_stimulation	biphasic	LK1-LK2	223-224	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/High
314.162291666667	0.0002	1507979	electrical_stimulation	biphasic	LK1-LK2	223-224	6.0 mA	good	n/a
316.595	0.0002	1519656	electrical_stimulation	biphasic	LK1-LK2	223-224	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
320.323958333333	0.0002	1537555	electrical_stimulation	biphasic	LK1-LK2	223-224	6.0 mA	good	n/a
336.120208333333	0.0002	1613377	electrical_stimulation	biphasic	LK2-LK3	224-225	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
340.265416666667	0.0002	1633274	electrical_stimulation	biphasic	LK2-LK3	224-225	6.0 mA	good	n/a
344.586666666667	0.0002	1654016	electrical_stimulation	biphasic	LK2-LK3	224-225	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/High
349.179791666667	0.0002	1676063	electrical_stimulation	biphasic	LK2-LK3	224-225	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
352.652708333333	0.0002	1692733	electrical_stimulation	biphasic	LK2-LK3	224-225	6.0 mA	good	n/a
355.645416666667	0.0002	1707098	electrical_stimulation	biphasic	LK2-LK3	224-225	6.0 mA	good	n/a
360.062708333333	0.0002	1728301	electrical_stimulation	biphasic	LK2-LK3	224-225	6.0 mA	good	n/a
362.815416666667	0.0002	1741514	electrical_stimulation	biphasic	LK2-LK3	224-225	6.0 mA	good	n/a
365.872291666667	0.0002	1756187	electrical_stimulation	biphasic	LK2-LK3	224-225	6.0 mA	good	n/a
368.176875	0.0002	1767249	electrical_stimulation	biphasic	LK2-LK3	224-225	6.0 mA	good	n/a
370.609583333333	0.0002	1778926	electrical_stimulation	biphasic	LK2-LK3	224-225	6.0 mA	good	n/a
374.354583333333	0.0002	1796902	electrical_stimulation	biphasic	LK2-LK3	224-225	6.0 mA	good	n/a
390.135	0.0002	1872648	electrical_stimulation	biphasic	LK3-LK4	225-226	6.0 mA	good	n/a
394.28	0.0002	1892544	electrical_stimulation	biphasic	LK3-LK4	225-226	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
398.60125	0.0002	1913286	electrical_stimulation	biphasic	LK3-LK4	225-226	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/High
403.194583333333	0.0002	1935334	electrical_stimulation	biphasic	LK3-LK4	225-226	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/High
406.6675	0.0002	1952004	electrical_stimulation	biphasic	LK3-LK4	225-226	6.0 mA	good	n/a
409.644375	0.0002	1966293	electrical_stimulation	biphasic	LK3-LK4	225-226	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
414.061458333333	0.0002	1987495	electrical_stimulation	biphasic	LK3-LK4	225-226	6.0 mA	good	n/a
416.814166666667	0.0002	2000708	electrical_stimulation	biphasic	LK3-LK4	225-226	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/High
419.871041666667	0.0002	2015381	electrical_stimulation	biphasic	LK3-LK4	225-226	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/High
422.175625	0.0002	2026443	electrical_stimulation	biphasic	LK3-LK4	225-226	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/Low
424.608333333333	0.0002	2038120	electrical_stimulation	biphasic	LK3-LK4	225-226	6.0 mA	good	n/a
428.353125	0.0002	2056095	electrical_stimulation	biphasic	LK3-LK4	225-226	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/High
444.133541666667	0.0002	2131841	electrical_stimulation	biphasic	LK4-LK5	226-227	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/High
448.27875	0.0002	2151738	electrical_stimulation	biphasic	LK4-LK5	226-227	6.0 mA	good	n/a
452.599791666667	0.0002	2172479	electrical_stimulation	biphasic	LK4-LK5	226-227	6.0 mA	good	n/a
457.193125	0.0002	2194527	electrical_stimulation	biphasic	LK4-LK5	226-227	6.0 mA	good	/Interictal-findings/Attribute/Categorical/Categorical-level/High
