onset	duration	trial_type	ActionGoal	RealAction	joystick_RTcal
20.035831800021697	7.0	instruction	n/a	n/a	n/a
27.546030199970104	2.2	neg	Avoid	Avoid	0.9171488999854772
36.22209100000328	2.2	pos	Approach	Approach	0.7500729000312276
42.92229139996925	2.2	neg	Avoid	Avoid	0.7999750999733806
49.62244529998861	2.2	pos	Approach	Approach	0.8166951999883167
56.32234279997647	2.2	pos	Approach	Avoid	0.7499040000257082
63.02268639998511	2.2	neg	Avoid	Avoid	0.7334113999968395
73.72305229998892	2.2	pos	Approach	Approach	0.8667408999754116
82.42300700000487	2.2	neg	Avoid	Avoid	0.7166827999753878
91.12315020000096	2.2	pos	Approach	Approach	0.8000589999719523
101.8401849999791	2.2	pos	Approach	Approach	0.7998313000425696
110.54038550000404	2.2	neg	Avoid	Avoid	0.8333226999966428
117.2405847000191	2.2	neg	Avoid	Avoid	1.016689500014763
123.44584319996642	7.0	instruction	n/a	n/a	n/a
130.9574971999973	2.2	neg	Approach	Approach	0.933386699995026
137.6573562999838	2.2	neg	Approach	Approach	0.933485899993684
148.35787639999762	2.2	neg	Approach	Avoid	0.6999746999936178
157.05789019999796	2.2	pos	Avoid	Avoid	0.9002277000108734
163.75823089998448	2.2	pos	Avoid	Avoid	0.7167538999929093
172.45830790000036	2.2	neg	Approach	Avoid	1.2167707000044174
181.1583358999924	2.2	pos	Avoid	Approach	1.0333142000017688
187.85837209998863	2.2	pos	Avoid	Avoid	1.4000427999999374
196.5587951000197	2.2	neg	Approach	Approach	0.7168848000001162
203.25906090001808	2.2	neg	Approach	Approach	1.616664499975741
209.9592035000096	2.2	pos	Avoid	Avoid	0.8997904999996535
216.65904050000245	2.2	pos	Avoid	Avoid	1.3326713999849744
