onset	duration	trial_type	ActionGoal	RealAction	joystick_RTcal
20.022173999983465	7.0	instruction	n/a	n/a	n/a
27.513012099953016	2.2	neg	Avoid	Avoid	0.8833780999993905
36.22995879995881	2.2	pos	Approach	Avoid	0.8499038000009023
42.929856999952	2.2	neg	Avoid	Avoid	0.8498507000040263
49.63012429996172	2.2	pos	Approach	Approach	0.9500343999825418
56.36363709997397	2.2	pos	Approach	Approach	1.3500273000099696
63.08021079999173	2.2	neg	Avoid	Avoid	0.9661052000010386
73.81425759999559	2.2	pos	Approach	Approach	1.0999244000413455
82.53078349999862	2.2	neg	Avoid	Avoid	1.183326300000772
91.2473323000014	2.2	pos	Approach	Approach	0.8999486000393517
101.98133899999073	2.2	pos	Approach	Approach	1.3505462000030093
110.7149086999708	2.2	neg	Avoid	Avoid	0.7332083999644965
117.43167139997252	2.2	neg	Avoid	Avoid	0.7168927000020631
123.63367459998732	7.0	instruction	n/a	n/a	n/a
131.14874400000565	2.2	neg	Approach	Approach	0.8167747000115924
137.88189600000635	2.2	neg	Approach	Approach	0.7500055999844335
148.61540559999423	2.2	neg	Approach	Approach	0.7167865000083111
157.3332459999948	2.2	pos	Avoid	Avoid	0.7169065999914892
164.03255209996144	2.2	pos	Avoid	Avoid	0.6833259999984875
172.74941339995723	2.2	neg	Approach	Approach	0.7500483000185341
181.4830572999782	2.2	pos	Avoid	Avoid	0.9666327000013551
188.21695239999133	2.2	pos	Avoid	Avoid	1.000070100009907
196.93343559996003	2.2	neg	Approach	Approach	0.7834473000257276
203.63336049998213	2.2	neg	Approach	Approach	0.933453699981328
210.35045599995647	2.2	pos	Avoid	Avoid	0.8000078999903053
217.0670954999515	2.2	pos	Avoid	NoMove	1.0837179999798536
