onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials
25.2135	0.125	1st/omission/expected	111	50427	20.0	LOW_C	1.0	9.9703	3.0973	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	1	24	24	20	30	0	n/a	n/a	es01_0015.txt	1.0	1	0
26.2135	0.125	2nd/omission/expected	211	52427	20.0	LOW_C	1.0	9.9703	3.0973	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	1	24	24	20	30	0	n/a	n/a	es01_0015.txt	1.0	2	0
36.0035	0.125	1st/omission/expected	111	72007	20.0	LOW_C	1.0	9.5606	4.1215	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	2	0	0	0	10	0	n/a	n/a	es01_0015.txt	1.0	1	0
37.0035	0.125	2nd/omission/expected	211	74007	20.0	LOW_C	1.0	9.5606	4.1215	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	2	0	0	0	10	0	n/a	n/a	es01_0015.txt	1.0	2	0
48.3955	0.125	1st/repetition/unexpected	122	96791	20.0	LOW_C	1.0	11.1459	3.6563	G	24.0	50	80	1	4	0.125	55.0	es01	expsupp	3	12	12	40	50	0	n/a	n/a	es01_0015.txt	1.0	1	0
49.3955	0.125	2nd/repetition/unexpected	222	98791	20.0	LOW_C	1.0	11.1459	3.6563	G	24.0	50	80	1	4	0.125	55.0	es01	expsupp	3	12	12	40	50	0	n/a	n/a	es01_0015.txt	1.0	2	0
57.6915	0.125	1st/omission/expected	111	115383	20.0	LOW_C	1.0	8.2826	3.5816	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	4	36	36	0	10	0	n/a	n/a	es01_0015.txt	1.0	1	0
58.6915	0.125	2nd/omission/expected	211	117383	20.0	LOW_C	1.0	8.2826	3.5816	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	4	36	36	0	10	0	n/a	n/a	es01_0015.txt	1.0	2	0
68.0175	0.125	1st/omission/expected	111	136035	20.0	LOW_C	1.0	9.0794	2.4404	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	5	12	12	0	10	0	n/a	n/a	es01_0015.txt	1.0	1	0
69.0175	0.125	2nd/omission/expected	211	138035	20.0	LOW_C	1.0	9.0794	2.4404	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	5	12	12	0	10	0	n/a	n/a	es01_0015.txt	1.0	2	0
79.4675	0.125	1st/omission/expected	111	158935	20.0	LOW_C	1.0	10.2039	2.5607	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	6	36	36	20	30	0	n/a	n/a	es01_0015.txt	1.0	1	0
80.4675	0.125	2nd/omission/expected	211	160935	20.0	LOW_C	1.0	10.2039	2.5607	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	6	36	36	20	30	0	n/a	n/a	es01_0015.txt	1.0	2	0
91.524	0.125	1st/repetition/unexpected	122	183048	20.0	LOW_C	1.0	10.8099	4.5991	G	24.0	50	80	1	4	0.125	55.0	es01	expsupp	7	12	12	20	30	0	n/a	n/a	es01_0015.txt	1.0	1	0
92.524	0.125	2nd/repetition/unexpected	222	185048	20.0	LOW_C	1.0	10.8099	4.5991	G	24.0	50	80	1	4	0.125	55.0	es01	expsupp	7	12	12	20	30	0	n/a	n/a	es01_0015.txt	1.0	2	0
102.5615	0.125	1st/omission/expected	111	205123	20.0	LOW_C	1.0	10.0248	4.8824	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	8	48	48	20	30	0	n/a	n/a	es01_0015.txt	1.0	1	0
103.5615	0.125	2nd/omission/expected	211	207123	20.0	LOW_C	1.0	10.0248	4.8824	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	8	48	48	20	30	0	n/a	n/a	es01_0015.txt	1.0	2	0
112.462	0.125	1st/omission/expected	111	224924	20.0	LOW_C	1.0	8.6542	3.2871	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	9	0	0	20	30	0	n/a	n/a	es01_0015.txt	1.0	1	0
113.462	0.125	2nd/omission/expected	211	226924	20.0	LOW_C	1.0	8.6542	3.2871	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	9	0	0	20	30	0	n/a	n/a	es01_0015.txt	1.0	2	0
123.6005	0.125	1st/omission/expected	111	247201	20.0	LOW_C	1.0	9.8919	3.2148	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	10	24	24	40	50	0	n/a	n/a	es01_0015.txt	1.0	1	0
124.6005	0.125	2nd/omission/expected	211	249201	20.0	LOW_C	1.0	9.8919	3.2148	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	10	24	24	40	50	0	n/a	n/a	es01_0015.txt	1.0	2	0
134.1665	0.125	1st/repetition/unexpected	122	268333	20.0	LOW_C	1.0	9.3196	2.2151	G	24.0	50	80	1	4	0.125	55.0	es01	expsupp	11	48	48	40	50	0	n/a	n/a	es01_0015.txt	1.0	1	0
135.1665	0.125	2nd/repetition/unexpected	222	270333	20.0	LOW_C	1.0	9.3196	2.2151	G	24.0	50	80	1	4	0.125	55.0	es01	expsupp	11	48	48	40	50	0	n/a	n/a	es01_0015.txt	1.0	2	0
144.293	0.125	1st/omission/expected	111	288586	20.0	LOW_C	1.0	9.1132	2.9254	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	12	36	36	0	10	0	n/a	n/a	es01_0015.txt	1.0	1	0
145.293	0.125	2nd/omission/expected	211	290586	20.0	LOW_C	1.0	9.1132	2.9254	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	12	36	36	0	10	0	n/a	n/a	es01_0015.txt	1.0	2	0
156.1215	0.125	1st/omission/expected	111	312243	20.0	LOW_C	1.0	10.5828	2.3104	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	13	12	12	0	10	0	n/a	n/a	es01_0015.txt	1.0	1	0
157.122	0.125	2nd/omission/expected	211	314244	20.0	LOW_C	1.0	10.5828	2.3104	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	13	12	12	0	10	0	n/a	n/a	es01_0015.txt	1.0	2	0
167.1775	0.125	1st/repetition/unexpected	122	334355	20.0	LOW_C	1.0	9.8095	4.5691	G	24.0	50	80	1	4	0.125	55.0	es01	expsupp	14	36	36	40	50	0	n/a	n/a	es01_0015.txt	1.0	1	0
168.1775	0.125	2nd/repetition/unexpected	222	336355	20.0	LOW_C	1.0	9.8095	4.5691	G	24.0	50	80	1	4	0.125	55.0	es01	expsupp	14	36	36	40	50	0	n/a	n/a	es01_0015.txt	1.0	2	0
177.0585	0.125	1st/omission/expected	111	354117	20.0	LOW_C	1.0	8.863	3.2631	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	15	12	12	40	50	0	n/a	n/a	es01_0015.txt	1.0	1	0
178.0585	0.125	2nd/omission/expected	211	356117	20.0	LOW_C	1.0	8.863	3.2631	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	15	12	12	40	50	0	n/a	n/a	es01_0015.txt	1.0	2	0
188.936	0.125	1st/omission/expected	111	377872	20.0	LOW_C	1.0	10.6316	2.5925	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	16	24	24	0	10	0	n/a	n/a	es01_0015.txt	1.0	1	0
189.936	0.125	2nd/omission/expected	211	379872	20.0	LOW_C	1.0	10.6316	2.5925	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	16	24	24	0	10	0	n/a	n/a	es01_0015.txt	1.0	2	0
198.701	0.125	1st/omission/expected	111	397402	20.0	LOW_C	1.0	8.5182	2.8955	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	17	0	0	40	50	0	n/a	n/a	es01_0015.txt	1.0	1	0
199.701	0.125	2nd/omission/expected	211	399402	20.0	LOW_C	1.0	8.5182	2.8955	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	17	0	0	40	50	0	n/a	n/a	es01_0015.txt	1.0	2	0
211.3235	0.125	1st/repetition/unexpected	122	422647	20.0	LOW_C	1.0	11.3757	5.8414	G	24.0	50	80	1	4	0.125	55.0	es01	expsupp	18	36	36	20	30	0	n/a	n/a	es01_0015.txt	1.0	1	0
212.3235	0.125	2nd/repetition/unexpected	222	424647	20.0	LOW_C	1.0	11.3757	5.8414	G	24.0	50	80	1	4	0.125	55.0	es01	expsupp	18	36	36	20	30	0	n/a	n/a	es01_0015.txt	1.0	2	0
220.683	0.125	1st/omission/expected	111	441366	20.0	LOW_C	1.0	8.3468	3.0802	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	19	12	12	20	30	0	n/a	n/a	es01_0015.txt	1.0	1	0
221.683	0.125	2nd/omission/expected	211	443366	20.0	LOW_C	1.0	8.3468	3.0802	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	19	12	12	20	30	0	n/a	n/a	es01_0015.txt	1.0	2	0
230.0195	0.125	1st/omission/expected	111	460039	20.0	LOW_C	1.0	8.0896	3.0669	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	20	48	48	0	10	0	n/a	n/a	es01_0015.txt	1.0	1	0
231.019	0.125	2nd/omission/expected	211	462038	20.0	LOW_C	1.0	8.0896	3.0669	G	24.0	50	80	0	4	0.125	55.0	es01	expsupp	20	48	48	0	10	0	n/a	n/a	es01_0015.txt	1.0	2	0
