onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials
22.4985	0.125	1st/omission/expected	111	44997	20.0	LOW_A	1.0	8.5165	3.8073	A	22.0	12	22	0	2	0.125	53.0	es01	expsupp	1	48	48	20	30	0	n/a	n/a	es01_0013.txt	1.0	1	0
23.4985	0.125	2nd/omission/expected	211	46997	20.0	LOW_A	1.0	8.5165	3.8073	A	22.0	12	22	0	2	0.125	53.0	es01	expsupp	1	48	48	20	30	0	n/a	n/a	es01_0013.txt	1.0	2	0
33.8085	0.125	1st/omission/expected	111	67617	20.0	LOW_A	1.0	10.0663	4.269	A	22.0	12	22	0	2	0.125	53.0	es01	expsupp	2	24	24	30	40	0	n/a	n/a	es01_0013.txt	1.0	1	0
34.8085	0.125	2nd/omission/expected	211	69617	20.0	LOW_A	1.0	10.0663	4.269	A	22.0	12	22	0	2	0.125	53.0	es01	expsupp	2	24	24	30	40	0	n/a	n/a	es01_0013.txt	1.0	2	0
47.0025	0.125	1st/omission/expected	111	94005	20.0	LOW_A	1.0	11.9481	3.4198	A	22.0	12	22	0	2	0.125	53.0	es01	expsupp	3	0	0	30	40	0	n/a	n/a	es01_0013.txt	1.0	1	0
48.0025	0.125	2nd/omission/expected	211	96005	20.0	LOW_A	1.0	11.9481	3.4198	A	22.0	12	22	0	2	0.125	53.0	es01	expsupp	3	0	0	30	40	0	n/a	n/a	es01_0013.txt	1.0	2	0
60.2155	0.125	1st/repetition/unexpected	122	120431	20.0	LOW_A	1.0	11.9665	4.2829	A	22.0	12	22	1	2	0.125	53.0	es01	expsupp	4	36	36	0	10	0	n/a	n/a	es01_0013.txt	1.0	1	0
61.216	0.125	2nd/repetition/unexpected	222	122432	20.0	LOW_A	1.0	11.9665	4.2829	A	22.0	12	22	1	2	0.125	53.0	es01	expsupp	4	36	36	0	10	0	n/a	n/a	es01_0013.txt	1.0	2	0
69.8595	0.125	1st/omission/expected	111	139719	20.0	LOW_A	1.0	8.6311	3.5714	A	22.0	12	22	0	2	0.125	53.0	es01	expsupp	5	36	36	40	50	0	n/a	n/a	es01_0013.txt	1.0	1	0
70.8595	0.125	2nd/omission/expected	211	141719	20.0	LOW_A	1.0	8.6311	3.5714	A	22.0	12	22	0	2	0.125	53.0	es01	expsupp	5	36	36	40	50	0	n/a	n/a	es01_0013.txt	1.0	2	0
