onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials
25.2535	0.125	1st/omission/expected	111	50507	20.0	LOW_D	1.0	8.1832	2.4609	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	1	12	12	0	10	0	n/a	n/a	es01_0022.txt	1.0	1	0
26.2535	0.125	2nd/omission/expected	211	52507	20.0	LOW_D	1.0	8.1832	2.4609	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	1	12	12	0	10	0	n/a	n/a	es01_0022.txt	1.0	2	0
35.718	0.125	1st/omission/expected	111	71436	20.0	LOW_D	1.0	9.2217	2.6882	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	2	36	36	20	30	0	n/a	n/a	es01_0022.txt	1.0	1	0
36.718	0.125	2nd/omission/expected	211	73436	20.0	LOW_D	1.0	9.2217	2.6882	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	2	36	36	20	30	0	n/a	n/a	es01_0022.txt	1.0	2	0
48.3355	0.125	1st/omission/expected	111	96671	20.0	LOW_D	1.0	11.371	4.4048	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	3	12	12	20	30	0	n/a	n/a	es01_0022.txt	1.0	1	0
49.3355	0.125	2nd/omission/expected	211	98671	20.0	LOW_D	1.0	11.371	4.4048	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	3	12	12	20	30	0	n/a	n/a	es01_0022.txt	1.0	2	0
60.0855	0.125	1st/repetition/unexpected	122	120171	20.0	LOW_D	1.0	10.5037	2.8085	J	26.0	57	64	1	8	0.125	55.0	es01	expsupp	4	36	36	0	10	0	n/a	n/a	es01_0022.txt	1.0	1	0
61.085	0.125	2nd/repetition/unexpected	222	122170	20.0	LOW_D	1.0	10.5037	2.8085	J	26.0	57	64	1	8	0.125	55.0	es01	expsupp	4	36	36	0	10	0	n/a	n/a	es01_0022.txt	1.0	2	0
71.218	0.125	1st/omission/expected	111	142436	20.0	LOW_D	1.0	10.1196	3.3859	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	5	36	36	40	50	0	n/a	n/a	es01_0022.txt	1.0	1	0
72.218	0.125	2nd/omission/expected	211	144436	20.0	LOW_D	1.0	10.1196	3.3859	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	5	36	36	40	50	0	n/a	n/a	es01_0022.txt	1.0	2	0
84.1285	0.125	1st/omission/expected	111	168257	20.0	LOW_D	1.0	11.6646	4.9128	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	6	12	12	40	50	0	n/a	n/a	es01_0022.txt	1.0	1	0
85.1285	0.125	2nd/omission/expected	211	170257	20.0	LOW_D	1.0	11.6646	4.9128	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	6	12	12	40	50	0	n/a	n/a	es01_0022.txt	1.0	2	0
95.3625	0.125	1st/omission/expected	111	190725	20.0	LOW_D	1.0	9.9878	4.7136	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	7	48	48	40	50	0	n/a	n/a	es01_0022.txt	1.0	1	0
96.3625	0.125	2nd/omission/expected	211	192725	20.0	LOW_D	1.0	9.9878	4.7136	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	7	48	48	40	50	0	n/a	n/a	es01_0022.txt	1.0	2	0
106.434	0.125	1st/repetition/unexpected	122	212868	20.0	LOW_D	1.0	9.825	2.6982	J	26.0	57	64	1	8	0.125	55.0	es01	expsupp	8	0	0	0	10	0	n/a	n/a	es01_0022.txt	1.0	1	0
107.434	0.125	2nd/repetition/unexpected	222	214868	20.0	LOW_D	1.0	9.825	2.6982	J	26.0	57	64	1	8	0.125	55.0	es01	expsupp	8	0	0	0	10	0	n/a	n/a	es01_0022.txt	1.0	2	0
119.236	0.125	1st/omission/expected	111	238472	20.0	LOW_D	1.0	11.7878	3.0086	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	9	24	24	0	10	0	n/a	n/a	es01_0022.txt	1.0	1	0
120.2365	0.125	2nd/omission/expected	211	240473	20.0	LOW_D	1.0	11.7878	3.0086	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	9	24	24	0	10	0	n/a	n/a	es01_0022.txt	1.0	2	0
128.634	0.125	1st/omission/expected	111	257268	20.0	LOW_D	1.0	8.1518	2.5263	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	10	24	24	40	50	0	n/a	n/a	es01_0022.txt	1.0	1	0
129.634	0.125	2nd/omission/expected	211	259268	20.0	LOW_D	1.0	8.1518	2.5263	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	10	24	24	40	50	0	n/a	n/a	es01_0022.txt	1.0	2	0
140.239	0.125	1st/omission/expected	111	280478	20.0	LOW_D	1.0	10.3591	5.2116	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	11	0	0	20	30	0	n/a	n/a	es01_0022.txt	1.0	1	0
141.239	0.125	2nd/omission/expected	211	282478	20.0	LOW_D	1.0	10.3591	5.2116	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	11	0	0	20	30	0	n/a	n/a	es01_0022.txt	1.0	2	0
152.579	0.125	1st/repetition/unexpected	122	305158	20.0	LOW_D	1.0	11.0938	2.4977	J	26.0	57	64	1	8	0.125	55.0	es01	expsupp	12	24	24	20	30	0	n/a	n/a	es01_0022.txt	1.0	1	0
153.579	0.125	2nd/repetition/unexpected	222	307158	20.0	LOW_D	1.0	11.0938	2.4977	J	26.0	57	64	1	8	0.125	55.0	es01	expsupp	12	24	24	20	30	0	n/a	n/a	es01_0022.txt	1.0	2	0
163.826	0.125	1st/repetition/unexpected	122	327652	20.0	LOW_D	1.0	10.2339	4.3808	J	26.0	57	64	1	8	0.125	55.0	es01	expsupp	13	0	0	40	50	0	n/a	n/a	es01_0022.txt	1.0	1	0
164.826	0.125	2nd/repetition/unexpected	222	329652	20.0	LOW_D	1.0	10.2339	4.3808	J	26.0	57	64	1	8	0.125	55.0	es01	expsupp	13	0	0	40	50	0	n/a	n/a	es01_0022.txt	1.0	2	0
173.579	0.125	1st/omission/expected	111	347158	20.0	LOW_D	1.0	8.7409	2.5122	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	14	48	48	20	30	0	n/a	n/a	es01_0022.txt	1.0	1	0
174.579	0.125	2nd/omission/expected	211	349158	20.0	LOW_D	1.0	8.7409	2.5122	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	14	48	48	20	30	0	n/a	n/a	es01_0022.txt	1.0	2	0
184.296	0.125	1st/omission/expected	111	368592	20.0	LOW_D	1.0	9.4698	2.9486	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	15	24	24	0	10	0	n/a	n/a	es01_0022.txt	1.0	1	0
185.296	0.125	2nd/omission/expected	211	370592	20.0	LOW_D	1.0	9.4698	2.9486	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	15	24	24	0	10	0	n/a	n/a	es01_0022.txt	1.0	2	0
196.302	0.125	1st/omission/expected	111	392604	20.0	LOW_D	1.0	10.7601	5.7860000000000005	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	16	24	24	40	50	0	n/a	n/a	es01_0022.txt	1.0	1	0
197.302	0.125	2nd/omission/expected	211	394604	20.0	LOW_D	1.0	10.7601	5.7860000000000005	J	26.0	57	64	0	8	0.125	55.0	es01	expsupp	16	24	24	40	50	0	n/a	n/a	es01_0022.txt	1.0	2	0
