onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials
26.667	0.125	1st/repetition/expected	121	53334	20.0	HIGH_A	1.0	10.467	4.9747	E	83.0	87	92	1	3	0.125	55.0	es01	expsupp	1	36	36	20	30	0	n/a	n/a	es01_0014.txt	1.0	1	0
27.667	0.125	2nd/repetition/expected	221	55334	20.0	HIGH_A	1.0	10.467	4.9747	E	83.0	87	92	1	3	0.125	55.0	es01	expsupp	1	36	36	20	30	0	n/a	n/a	es01_0014.txt	1.0	2	0
38.75	0.125	1st/repetition/expected	121	77500	20.0	HIGH_A	1.0	11.0758	5.9421	E	83.0	87	92	1	3	0.125	55.0	es01	expsupp	2	12	12	40	50	0	n/a	n/a	es01_0014.txt	1.0	1	0
39.7505	0.125	2nd/repetition/expected	221	79501	20.0	HIGH_A	1.0	11.0758	5.9421	E	83.0	87	92	1	3	0.125	55.0	es01	expsupp	2	12	12	40	50	0	n/a	n/a	es01_0014.txt	1.0	2	0
49.9135	0.125	1st/repetition/expected	121	99827	20.0	HIGH_A	1.0	10.1496	2.001	E	83.0	87	92	1	3	0.125	55.0	es01	expsupp	3	12	12	0	10	0	n/a	n/a	es01_0014.txt	1.0	1	0
50.9135	0.125	2nd/repetition/expected	221	101827	20.0	HIGH_A	1.0	10.1496	2.001	E	83.0	87	92	1	3	0.125	55.0	es01	expsupp	3	12	12	0	10	0	n/a	n/a	es01_0014.txt	1.0	2	0
60.3985	0.125	1st/omission/unexpected	112	120797	20.0	HIGH_A	1.0	9.4709	3.5179	E	83.0	87	92	0	3	0.125	55.0	es01	expsupp	4	36	36	40	50	0	n/a	n/a	es01_0014.txt	1.0	1	0
61.3985	0.125	2nd/omission/unexpected	212	122797	20.0	HIGH_A	1.0	9.4709	3.5179	E	83.0	87	92	0	3	0.125	55.0	es01	expsupp	4	36	36	40	50	0	n/a	n/a	es01_0014.txt	1.0	2	0
72.323	0.125	1st/repetition/expected	121	144646	20.0	HIGH_A	1.0	10.6787	5.2313	E	83.0	87	92	1	3	0.125	55.0	es01	expsupp	5	36	36	0	10	0	n/a	n/a	es01_0014.txt	1.0	1	0
73.323	0.125	2nd/repetition/expected	221	146646	20.0	HIGH_A	1.0	10.6787	5.2313	E	83.0	87	92	1	3	0.125	55.0	es01	expsupp	5	36	36	0	10	0	n/a	n/a	es01_0014.txt	1.0	2	0
