onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials
144.4845	0.125	2nd/repetition	22	288969	20.0	CHOICE_B	1.0	10.0781	5.2353	L	n/a	29	73	1	2	0.125	55.0	es01	detection	10	48	48	20	30	0	1.0	1.0145081233978273	es01_0023.txt	1.0	2	0
159.999	0.125	1st/omission	11	319998	20.0	CHOICE_B	1.0	11.9941	6.9334	L	n/a	29	73	0	2	0.125	55.0	es01	detection	11	0	0	40	50	0	1.0	0.5497521114349365	es01_0023.txt	1.0	1	0
160.999	0.125	2nd/omission	21	321998	20.0	CHOICE_B	1.0	11.9941	6.9334	L	n/a	29	73	0	2	0.125	55.0	es01	detection	11	0	0	40	50	0	1.0	0.5497521114349365	es01_0023.txt	1.0	2	0
173.7955	0.125	1st/omission	11	347591	20.0	CHOICE_B	1.0	9.0435	4.2113	L	n/a	29	73	0	2	0.125	55.0	es01	detection	12	36	36	0	10	0	1.0	0.8462179851531982	es01_0023.txt	1.0	1	0
174.7955	0.125	2nd/omission	21	349591	20.0	CHOICE_B	1.0	9.0435	4.2113	L	n/a	29	73	0	2	0.125	55.0	es01	detection	12	36	36	0	10	0	1.0	0.8462179851531982	es01_0023.txt	1.0	2	0
187.567	0.125	1st/repetition	12	375134	20.0	CHOICE_B	1.0	9.0209	2.892	L	n/a	29	73	1	2	0.125	55.0	es01	detection	13	0	0	0	10	0	1.0	1.7052510929107667	es01_0023.txt	1.0	1	0
188.5665	0.125	2nd/repetition	22	377133	20.0	CHOICE_B	1.0	9.0209	2.892	L	n/a	29	73	1	2	0.125	55.0	es01	detection	13	0	0	0	10	0	1.0	1.7052510929107667	es01_0023.txt	1.0	2	0
202.2235	0.125	1st/repetition	12	404447	20.0	CHOICE_B	1.0	10.1373	3.7295	L	n/a	29	73	1	2	0.125	55.0	es01	detection	14	12	12	40	50	0	2.0	0.430338020324707	es01_0023.txt	1.0	1	0
203.224	0.125	2nd/repetition	22	406448	20.0	CHOICE_B	1.0	10.1373	3.7295	L	n/a	29	73	1	2	0.125	55.0	es01	detection	14	12	12	40	50	0	2.0	0.430338020324707	es01_0023.txt	1.0	2	0
215.6615	0.125	1st/repetition	12	431323	20.0	CHOICE_B	1.0	8.9188	3.1354	L	n/a	29	73	1	2	0.125	55.0	es01	detection	15	36	36	40	50	0	2.0	0.4304658126831054	es01_0023.txt	1.0	1	0
216.662	0.125	2nd/repetition	22	433324	20.0	CHOICE_B	1.0	8.9188	3.1354	L	n/a	29	73	1	2	0.125	55.0	es01	detection	15	36	36	40	50	0	2.0	0.4304658126831054	es01_0023.txt	1.0	2	0
231.269	0.125	1st/omission	11	462538	20.0	CHOICE_B	1.0	11.0878	2.8659	L	n/a	29	73	0	2	0.125	55.0	es01	detection	16	48	48	0	10	0	1.0	0.697951192855835	es01_0023.txt	1.0	1	0
232.269	0.125	2nd/omission	21	464538	20.0	CHOICE_B	1.0	11.0878	2.8659	L	n/a	29	73	0	2	0.125	55.0	es01	detection	16	48	48	0	10	0	1.0	0.697951192855835	es01_0023.txt	1.0	2	0
245.9325	0.125	1st/omission	11	491865	20.0	CHOICE_B	1.0	9.9113	5.1207	L	n/a	29	73	0	2	0.125	55.0	es01	detection	17	24	24	0	10	0	1.0	0.5990740013122559	es01_0023.txt	1.0	1	0
246.9325	0.125	2nd/omission	21	493865	20.0	CHOICE_B	1.0	9.9113	5.1207	L	n/a	29	73	0	2	0.125	55.0	es01	detection	17	24	24	0	10	0	1.0	0.5990740013122559	es01_0023.txt	1.0	2	0
260.9895	0.125	1st/omission	11	521979	20.0	CHOICE_B	1.0	10.3047	4.4956	L	n/a	29	73	0	2	0.125	55.0	es01	detection	18	48	48	40	50	0	1.0	0.8926039886474609	es01_0023.txt	1.0	1	0
261.9895	0.125	2nd/omission	21	523979	20.0	CHOICE_B	1.0	10.3047	4.4956	L	n/a	29	73	0	2	0.125	55.0	es01	detection	18	48	48	40	50	0	1.0	0.8926039886474609	es01_0023.txt	1.0	2	0
275.982	0.125	1st/repetition	12	551964	20.0	CHOICE_B	1.0	10.2402	2.7096	L	n/a	29	73	1	2	0.125	55.0	es01	detection	19	24	24	40	50	0	2.0	1.4585839462280277	es01_0023.txt	1.0	1	0
276.982	0.125	2nd/repetition	22	553964	20.0	CHOICE_B	1.0	10.2402	2.7096	L	n/a	29	73	1	2	0.125	55.0	es01	detection	19	24	24	40	50	0	2.0	1.4585839462280277	es01_0023.txt	1.0	2	0
289.9505	0.125	1st/repetition	12	579901	20.0	CHOICE_B	1.0	9.4496	4.2423	L	n/a	29	73	1	2	0.125	55.0	es01	detection	20	12	12	0	10	0	2.0	0.7049981307983398	es01_0023.txt	1.0	1	0
290.9505	0.125	2nd/repetition	22	581901	20.0	CHOICE_B	1.0	9.4496	4.2423	L	n/a	29	73	1	2	0.125	55.0	es01	detection	20	12	12	0	10	0	2.0	0.7049981307983398	es01_0023.txt	1.0	2	0
304.2315	0.125	1st/omission	11	608463	20.0	CHOICE_B	1.0	9.761	3.4621	L	n/a	29	73	0	2	0.125	55.0	es01	detection	21	12	12	40	50	0	1.0	0.9541729640960692	es01_0023.txt	1.0	1	0
305.2315	0.125	2nd/omission	21	610463	20.0	CHOICE_B	1.0	9.761	3.4621	L	n/a	29	73	0	2	0.125	55.0	es01	detection	21	12	12	40	50	0	1.0	0.9541729640960692	es01_0023.txt	1.0	2	0
318.759	0.125	1st/omission	11	637518	20.0	CHOICE_B	1.0	9.7759	4.3362	L	n/a	29	73	0	2	0.125	55.0	es01	detection	22	36	36	20	30	0	1.0	0.8943899822235107	es01_0023.txt	1.0	1	0
319.759	0.125	2nd/omission	21	639518	20.0	CHOICE_B	1.0	9.7759	4.3362	L	n/a	29	73	0	2	0.125	55.0	es01	detection	22	36	36	20	30	0	1.0	0.8943899822235107	es01_0023.txt	1.0	2	0
332.483	0.125	1st/omission	11	664966	20.0	CHOICE_B	1.0	8.9719	4.1744	L	n/a	29	73	0	2	0.125	55.0	es01	detection	23	12	12	20	30	0	2.0	1.107823009490967	es01_0023.txt	1.0	1	0
333.483	0.125	2nd/omission	21	666966	20.0	CHOICE_B	1.0	8.9719	4.1744	L	n/a	29	73	0	2	0.125	55.0	es01	detection	23	12	12	20	30	0	2.0	1.107823009490967	es01_0023.txt	1.0	2	0
348.9645	0.125	1st/repetition	12	697929	20.0	CHOICE_B	1.0	11.7285	3.8264	L	n/a	29	73	1	2	0.125	55.0	es01	detection	24	0	0	0	10	0	n/a	n/a	es01_0023.txt	1.0	1	0
349.9645	0.125	2nd/repetition	22	699929	20.0	CHOICE_B	1.0	11.7285	3.8264	L	n/a	29	73	1	2	0.125	55.0	es01	detection	24	0	0	0	10	0	n/a	n/a	es01_0023.txt	1.0	2	0
