onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials
88.1875	0.125	2nd/repetition/expected	221	176375	20.0	HIGH_D	1.0	8.7024	3.7546	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	6	48	48	0	10	0	n/a	n/a	es01_0018.txt	1.0	2	0
97.727	0.125	1st/repetition/expected	121	195454	20.0	HIGH_D	1.0	9.5276	4.4678	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	7	36	36	40	50	0	n/a	n/a	es01_0018.txt	1.0	1	0
98.727	0.125	2nd/repetition/expected	221	197454	20.0	HIGH_D	1.0	9.5276	4.4678	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	7	36	36	40	50	0	n/a	n/a	es01_0018.txt	1.0	2	0
108.3355	0.125	1st/omission/unexpected	112	216671	20.0	HIGH_D	1.0	9.5951	3.6649	I	75.0	69	99	0	5	0.125	55.0	es01	expsupp	8	0	0	20	30	0	n/a	n/a	es01_0018.txt	1.0	1	0
109.3355	0.125	2nd/omission/unexpected	212	218671	20.0	HIGH_D	1.0	9.5951	3.6649	I	75.0	69	99	0	5	0.125	55.0	es01	expsupp	8	0	0	20	30	0	n/a	n/a	es01_0018.txt	1.0	2	0
119.1305	0.125	1st/repetition/expected	121	238261	20.0	HIGH_D	1.0	9.5486	2.3275	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	9	48	48	40	50	0	n/a	n/a	es01_0018.txt	1.0	1	0
120.1305	0.125	2nd/repetition/expected	221	240261	20.0	HIGH_D	1.0	9.5486	2.3275	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	9	48	48	40	50	0	n/a	n/a	es01_0018.txt	1.0	2	0
128.8935	0.125	1st/repetition/expected	121	257787	20.0	HIGH_D	1.0	8.7493	2.8779	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	10	36	36	0	10	0	n/a	n/a	es01_0018.txt	1.0	1	0
129.894	0.125	2nd/repetition/expected	221	259788	20.0	HIGH_D	1.0	8.7493	2.8779	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	10	36	36	0	10	0	n/a	n/a	es01_0018.txt	1.0	2	0
139.5995	0.125	1st/repetition/expected	121	279199	20.0	HIGH_D	1.0	9.6935	4.4546	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	11	12	12	0	10	0	n/a	n/a	es01_0018.txt	1.0	1	0
140.5995	0.125	2nd/repetition/expected	221	281199	20.0	HIGH_D	1.0	9.6935	4.4546	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	11	12	12	0	10	0	n/a	n/a	es01_0018.txt	1.0	2	0
151.5685	0.125	1st/omission/unexpected	112	303137	20.0	HIGH_D	1.0	10.9519	3.7888	I	75.0	69	99	0	5	0.125	55.0	es01	expsupp	12	24	24	40	50	0	n/a	n/a	es01_0018.txt	1.0	1	0
152.5685	0.125	2nd/omission/unexpected	212	305137	20.0	HIGH_D	1.0	10.9519	3.7888	I	75.0	69	99	0	5	0.125	55.0	es01	expsupp	12	24	24	40	50	0	n/a	n/a	es01_0018.txt	1.0	2	0
164.776	0.125	1st/repetition/expected	121	329552	20.0	HIGH_D	1.0	11.9605	7.2978	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	13	48	48	20	30	0	n/a	n/a	es01_0018.txt	1.0	1	0
165.776	0.125	2nd/repetition/expected	221	331552	20.0	HIGH_D	1.0	11.9605	7.2978	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	13	48	48	20	30	0	n/a	n/a	es01_0018.txt	1.0	2	0
174.0645	0.125	1st/repetition/expected	121	348129	20.0	HIGH_D	1.0	8.2753	2.6936	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	14	12	12	20	30	0	n/a	n/a	es01_0018.txt	1.0	1	0
175.064	0.125	2nd/repetition/expected	221	350128	20.0	HIGH_D	1.0	8.2753	2.6936	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	14	12	12	20	30	0	n/a	n/a	es01_0018.txt	1.0	2	0
186.4875	0.125	1st/omission/unexpected	112	372975	20.0	HIGH_D	1.0	11.4098	6.4733	I	75.0	69	99	0	5	0.125	55.0	es01	expsupp	15	36	36	20	30	0	n/a	n/a	es01_0018.txt	1.0	1	0
187.4875	0.125	2nd/omission/unexpected	212	374975	20.0	HIGH_D	1.0	11.4098	6.4733	I	75.0	69	99	0	5	0.125	55.0	es01	expsupp	15	36	36	20	30	0	n/a	n/a	es01_0018.txt	1.0	2	0
198.873	0.125	1st/repetition/expected	121	397746	20.0	HIGH_D	1.0	11.139	3.9608	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	16	12	12	40	50	0	n/a	n/a	es01_0018.txt	1.0	1	0
199.8725	0.125	2nd/repetition/expected	221	399745	20.0	HIGH_D	1.0	11.139	3.9608	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	16	12	12	40	50	0	n/a	n/a	es01_0018.txt	1.0	2	0
209.803	0.125	1st/repetition/expected	121	419606	20.0	HIGH_D	1.0	9.9173	3.8086	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	17	48	48	0	10	0	n/a	n/a	es01_0018.txt	1.0	1	0
210.8035	0.125	2nd/repetition/expected	221	421607	20.0	HIGH_D	1.0	9.9173	3.8086	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	17	48	48	0	10	0	n/a	n/a	es01_0018.txt	1.0	2	0
220.007	0.125	1st/repetition/expected	121	440014	20.0	HIGH_D	1.0	9.1902	2.8775	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	18	24	24	0	10	0	n/a	n/a	es01_0018.txt	1.0	1	0
221.007	0.125	2nd/repetition/expected	221	442014	20.0	HIGH_D	1.0	9.1902	2.8775	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	18	24	24	0	10	0	n/a	n/a	es01_0018.txt	1.0	2	0
230.957	0.125	1st/omission/unexpected	112	461914	20.0	HIGH_D	1.0	9.9332	2.0895	I	75.0	69	99	0	5	0.125	55.0	es01	expsupp	19	0	0	20	30	0	n/a	n/a	es01_0018.txt	1.0	1	0
231.957	0.125	2nd/omission/unexpected	212	463914	20.0	HIGH_D	1.0	9.9332	2.0895	I	75.0	69	99	0	5	0.125	55.0	es01	expsupp	19	0	0	20	30	0	n/a	n/a	es01_0018.txt	1.0	2	0
241.774	0.125	1st/repetition/expected	121	483548	20.0	HIGH_D	1.0	9.5716	4.2655	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	20	24	24	20	30	0	n/a	n/a	es01_0018.txt	1.0	1	0
242.774	0.125	2nd/repetition/expected	221	485548	20.0	HIGH_D	1.0	9.5716	4.2655	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	20	24	24	20	30	0	n/a	n/a	es01_0018.txt	1.0	2	0
254.3865	0.125	1st/repetition/expected	121	508773	20.0	HIGH_D	1.0	11.5988	4.6452	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	21	48	48	40	50	0	n/a	n/a	es01_0018.txt	1.0	1	0
255.3865	0.125	2nd/repetition/expected	221	510773	20.0	HIGH_D	1.0	11.5988	4.6452	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	21	48	48	40	50	0	n/a	n/a	es01_0018.txt	1.0	2	0
264.5195	0.125	1st/repetition/expected	121	529039	20.0	HIGH_D	1.0	9.1201	3.4847	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	22	0	0	40	50	0	n/a	n/a	es01_0018.txt	1.0	1	0
265.5195	0.125	2nd/repetition/expected	221	531039	20.0	HIGH_D	1.0	9.1201	3.4847	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	22	0	0	40	50	0	n/a	n/a	es01_0018.txt	1.0	2	0
273.9105	0.125	Abort	99	547821	20.0	HIGH_D	1.0	8.3785	2.9308	I	75.0	69	99	0	5	0.125	55.0	es01	expsupp	23	0	0	0	10	-99	n/a	n/a	n/a	-99.0	1	0
287.1275	0.125	1st/repetition/expected	121	574255	20.0	HIGH_D	1.0	10.018	3.5129	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	24	48	48	20	30	0	n/a	n/a	es01_0019.txt	1.0	1	0
288.127	0.125	2nd/repetition/expected	221	576254	20.0	HIGH_D	1.0	10.018	3.5129	I	75.0	69	99	1	5	0.125	55.0	es01	expsupp	24	48	48	20	30	0	n/a	n/a	es01_0019.txt	1.0	2	0
