onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials
25.0515	0.125	1st/repetition/expected	121	50103	20.0	HIGH_B	1.0	9.1576	2.5703	C	100.0	26	70	1	1	0.125	53.0	es01	expsupp	1	24	24	20	30	0	n/a	n/a	es01_0012.txt	1.0	1	0
26.051	0.125	2nd/repetition/expected	221	52102	20.0	HIGH_B	1.0	9.1576	2.5703	C	100.0	26	70	1	1	0.125	53.0	es01	expsupp	1	24	24	20	30	0	n/a	n/a	es01_0012.txt	1.0	2	0
35.1745	0.125	1st/repetition/expected	121	70349	20.0	HIGH_B	1.0	9.1126	3.2276	C	100.0	26	70	1	1	0.125	53.0	es01	expsupp	2	48	48	30	40	0	n/a	n/a	es01_0012.txt	1.0	1	0
36.1745	0.125	2nd/repetition/expected	221	72349	20.0	HIGH_B	1.0	9.1126	3.2276	C	100.0	26	70	1	1	0.125	53.0	es01	expsupp	2	48	48	30	40	0	n/a	n/a	es01_0012.txt	1.0	2	0
44.571	0.125	1st/repetition/expected	121	89142	20.0	HIGH_B	1.0	8.3824	2.8207	C	100.0	26	70	1	1	0.125	53.0	es01	expsupp	3	24	24	40	50	0	n/a	n/a	es01_0012.txt	1.0	1	0
45.571	0.125	2nd/repetition/expected	221	91142	20.0	HIGH_B	1.0	8.3824	2.8207	C	100.0	26	70	1	1	0.125	53.0	es01	expsupp	3	24	24	40	50	0	n/a	n/a	es01_0012.txt	1.0	2	0
54.9895	0.125	1st/omission/unexpected	112	109979	20.0	HIGH_B	1.0	9.4052	3.9643	C	100.0	26	70	0	1	0.125	53.0	es01	expsupp	4	24	24	0	10	0	n/a	n/a	es01_0012.txt	1.0	1	0
55.9895	0.125	2nd/omission/unexpected	212	111979	20.0	HIGH_B	1.0	9.4052	3.9643	C	100.0	26	70	0	1	0.125	53.0	es01	expsupp	4	24	24	0	10	0	n/a	n/a	es01_0012.txt	1.0	2	0
67.3365	0.125	1st/repetition/expected	121	134673	20.0	HIGH_B	1.0	11.1011	5.5971	C	100.0	26	70	1	1	0.125	53.0	es01	expsupp	5	0	0	20	30	0	n/a	n/a	es01_0012.txt	1.0	1	0
68.337	0.125	2nd/repetition/expected	221	136674	20.0	HIGH_B	1.0	11.1011	5.5971	C	100.0	26	70	1	1	0.125	53.0	es01	expsupp	5	0	0	20	30	0	n/a	n/a	es01_0012.txt	1.0	2	0
