onset	duration	trial_type	writtenTime	pressedTrigger
0	0	Start of recording	23.53	True
119.999992847443	0	Sync	23.55	True
179.999999329448	0	Electrodetest	23.56	True
539.999997988343	0	Went to bed	0.02	True
1019.99999955297	0	Lights Out	0.10	True
26279.9999926239	0	Got up	7.11	True
