onset	duration	trial_type	sub_type	electrodes_involved_onset	electrodes_involved_offset	offset	sample_start	sample_end	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_current	electrical_stimulation_frequency	electrical_stimulation_pulsewidth	notes
0.05078125	114.5048828125	artefact	n/a	all	all	114.5556640625	104	234610	n/a	n/a	n/a	n/a	n/a	n/a
50.62353515625	84.2861328125	artefact	n/a	D6	D6	134.90966796875	103677	276295	n/a	n/a	n/a	n/a	n/a	n/a
145.08251953125	5.892578125	artefact	n/a	all	all	150.97509765625	297129	309197	n/a	n/a	n/a	n/a	n/a	n/a
157.0908203125	1.181640625	artefact	n/a	all	all	158.2724609375	321722	324142	n/a	n/a	n/a	n/a	n/a	n/a
365.95849609375	0.18994140625	artefact	n/a	all	all	366.1484375	749483	749872	n/a	n/a	n/a	n/a	n/a	n/a
737.18994140625	0.13232421875	artefact	n/a	all	all	737.322265625	1509765	1510036	n/a	n/a	n/a	n/a	n/a	n/a
837.076171875	2.99169921875	artefact	n/a	all	all	840.06787109375	1714332	1720459	n/a	n/a	n/a	n/a	n/a	n/a
850.61279296875	34.78759765625	artefact	n/a	all	all	885.400390625	1742055	1813300	n/a	n/a	n/a	n/a	n/a	n/a
898.43603515625	36.365234375	artefact	n/a	all	all	934.80126953125	1839997	1914473	n/a	n/a	n/a	n/a	n/a	n/a
948.05517578125	13.19873046875	artefact	n/a	all	all	961.25390625	1941617	1968648	n/a	n/a	n/a	n/a	n/a	n/a
977.38427734375	4.33447265625	artefact	n/a	all	all	981.71875	2001683	2010560	n/a	n/a	n/a	n/a	n/a	n/a
993.068359375	11.34521484375	artefact	n/a	all	all	1004.41357421875	2033804	2057039	n/a	n/a	n/a	n/a	n/a	n/a
1257.45263671875	11.4072265625	artefact	n/a	all	all	1268.85986328125	2575263	2598625	n/a	n/a	n/a	n/a	n/a	n/a
1280.13037109375	28.79833984375	artefact	n/a	all	all	1308.9287109375	2621707	2680686	n/a	n/a	n/a	n/a	n/a	n/a
1318.90869140625	136.19189453125	artefact	n/a	all	all	1455.1005859375	2701125	2980046	n/a	n/a	n/a	n/a	n/a	n/a
1481.73583984375	28.79150390625	artefact	n/a	all	all	1510.52734375	3034595	3093560	n/a	n/a	n/a	n/a	n/a	n/a
1519.97705078125	2.29638671875	artefact	n/a	all	all	1522.2734375	3112913	3117616	n/a	n/a	n/a	n/a	n/a	n/a
1563.578125	0.14892578125	artefact	n/a	all	all	1563.72705078125	3202208	3202513	n/a	n/a	n/a	n/a	n/a	n/a
1598.71875	0.4130859375	artefact	n/a	all	all	1599.1318359375	3274176	3275022	n/a	n/a	n/a	n/a	n/a	n/a
1940.83349609375	1.3095703125	artefact	n/a	all	all	1942.14306640625	3974827	3977509	n/a	n/a	n/a	n/a	n/a	n/a
1959.068359375	0.92822265625	artefact	n/a	all	all	1959.99658203125	4012172	4014073	n/a	n/a	n/a	n/a	n/a	n/a
1988.34814453125	0.9189453125	artefact	n/a	all	all	1989.26708984375	4072137	4074019	n/a	n/a	n/a	n/a	n/a	n/a
2312.02978515625	847.76171875	artefact	n/a	TL05	TL05	3159.79150390625	4735037	6471253	n/a	n/a	n/a	n/a	n/a	n/a
2576.95849609375	0.20654296875	artefact	n/a	all	all	2577.1650390625	5277611	5278034	n/a	n/a	n/a	n/a	n/a	n/a
2689.99169921875	0.1650390625	artefact	n/a	all	all	2690.15673828125	5509103	5509441	n/a	n/a	n/a	n/a	n/a	n/a
2935.607421875	0.73193359375	artefact	n/a	all	all	2936.33935546875	6012124	6013623	n/a	n/a	n/a	n/a	n/a	n/a
2953	1.9052734375	artefact	n/a	all	all	2954.9052734375	6047744	6051646	n/a	n/a	n/a	n/a	n/a	n/a
2988.30224609375	1.2587890625	artefact	n/a	all	all	2989.56103515625	6120043	6122621	n/a	n/a	n/a	n/a	n/a	n/a
3070.966796875	0.09912109375	artefact	n/a	all	all	3071.06591796875	6289340	6289543	n/a	n/a	n/a	n/a	n/a	n/a
3093.47119140625	1.46337890625	artefact	n/a	all	all	3094.9345703125	6335429	6338426	n/a	n/a	n/a	n/a	n/a	n/a
194.7353515625	17.76025390625	seizure	subclin	D4,D6,D7	D4,D7	212.49560546875	398818	435191	n/a	n/a	n/a	n/a	n/a	n/a
586.23095703125	27.5458984375	seizure	subclin	D4,D7,D8	D4,D7,TH03,TH04,TH05,TH10,TH11,TH12,TH13,TH14	613.77685546875	1200601	1257015	n/a	n/a	n/a	n/a	n/a	n/a
496.07568359375	2664.11279296875	stimulation	SPESprop	all	all	3160.1884765625	1015963	6472066	n/a	n/a	n/a	n/a	n/a	n/a
500.44873046875	0.001	electrical_stimulation	SPESprop	n/a	n/a	500.44973046875	1024919	1024921.048	monophasic	sT7-sT8	0.008	0.2	0.001	n/a
506.1982421875	0.001	electrical_stimulation	SPESprop	n/a	n/a	506.1992421875	1036694	1036696.048	monophasic	sT8-sT7	0.008	0.2	0.001	n/a
517.94677734375	0.001	electrical_stimulation	SPESprop	n/a	n/a	517.94777734375	1060755	1060757.048	monophasic	sT6-sT7	0.008	0.2	0.001	n/a
522.9462890625	0.001	electrical_stimulation	SPESprop	n/a	n/a	522.9472890625	1070994	1070996.048	monophasic	sT6-sT7	0.008	0.2	0.001	n/a
523.72265625	0.001	electrical_stimulation	SPESprop	n/a	n/a	523.72365625	1072584	1072586.048	monophasic	sT7-sT6	0.008	0.2	0.001	n/a
535.6669921875	0.001	electrical_stimulation	SPESprop	n/a	n/a	535.6679921875	1097046	1097048.048	monophasic	sT5-sT6	0.008	0.2	0.001	n/a
541.19384765625	0.001	electrical_stimulation	SPESprop	n/a	n/a	541.19484765625	1108365	1108367.048	monophasic	sT6-sT5	0.008	0.2	0.001	n/a
552.88037109375	0.001	electrical_stimulation	SPESprop	n/a	n/a	552.88137109375	1132299	1132301.048	monophasic	sT4-sT5	0.008	0.2	0.001	n/a
557.8798828125	0.001	electrical_stimulation	SPESprop	n/a	n/a	557.8808828125	1142538	1142540.048	monophasic	sT4-sT5	0.008	0.2	0.001	n/a
558.6298828125	0.001	electrical_stimulation	SPESprop	n/a	n/a	558.6308828125	1144074	1144076.048	monophasic	sT5-sT4	0.008	0.2	0.001	n/a
570.37841796875	0.001	electrical_stimulation	SPESprop	n/a	n/a	570.37941796875	1168135	1168137.048	monophasic	sT3-sT4	0.008	0.2	0.001	n/a
576.12744140625	0.001	electrical_stimulation	SPESprop	n/a	n/a	576.12844140625	1179909	1179911.048	monophasic	sT4-sT3	0.008	0.2	0.001	n/a
581.126953125	0.001	electrical_stimulation	SPESprop	n/a	n/a	581.127953125	1190148	1190150.048	monophasic	sT4-sT3	0.008	0.2	0.001	n/a
587.87646484375	0.001	electrical_stimulation	SPESprop	n/a	n/a	587.87746484375	1203971	1203973.048	monophasic	sT2-sT3	0.008	0.2	0.001	n/a
592.87548828125	0.001	electrical_stimulation	SPESprop	n/a	n/a	592.87648828125	1214209	1214211.048	monophasic	sT2-sT3	0.008	0.2	0.001	n/a
593.71142578125	0.001	electrical_stimulation	SPESprop	n/a	n/a	593.71242578125	1215921	1215923.048	monophasic	sT3-sT2	0.008	0.2	0.001	n/a
598.7109375	0.001	electrical_stimulation	SPESprop	n/a	n/a	598.7119375	1226160	1226162.048	monophasic	sT3-sT2	0.008	0.2	0.001	n/a
605.3740234375	0.001	electrical_stimulation	SPESprop	n/a	n/a	605.3750234375	1239806	1239808.048	monophasic	sT1-sT2	0.008	0.2	0.001	n/a
610.37353515625	0.001	electrical_stimulation	SPESprop	n/a	n/a	610.37453515625	1250045	1250047.048	monophasic	sT1-sT2	0.008	0.2	0.001	n/a
611.12353515625	0.001	electrical_stimulation	SPESprop	n/a	n/a	611.12453515625	1251581	1251583.048	monophasic	sT2-sT1	0.008	0.2	0.001	n/a
622.8408203125	0.001	electrical_stimulation	SPESprop	n/a	n/a	622.8418203125	1275578	1275580.048	monophasic	D7-D8	0.002	0.2	0.001	n/a
628.55908203125	0.001	electrical_stimulation	SPESprop	n/a	n/a	628.56008203125	1287289	1287291.048	monophasic	D8-D7	0.002	0.2	0.001	n/a
633.55859375	0.001	electrical_stimulation	SPESprop	n/a	n/a	633.55959375	1297528	1297530.048	monophasic	D8-D7	0.002	0.2	0.001	n/a
640.3076171875	0.001	electrical_stimulation	SPESprop	n/a	n/a	640.3086171875	1311350	1311352.048	monophasic	TL01-TL02	0.008	0.2	0.001	n/a
646.05712890625	0.001	electrical_stimulation	SPESprop	n/a	n/a	646.05812890625	1323125	1323127.048	monophasic	TL02-TL01	0.008	0.2	0.001	n/a
651.056640625	0.001	electrical_stimulation	SPESprop	n/a	n/a	651.057640625	1333364	1333366.048	monophasic	TL02-TL01	0.008	0.2	0.001	n/a
657.8056640625	0.001	electrical_stimulation	SPESprop	n/a	n/a	657.8066640625	1347186	1347188.048	monophasic	TL02-TL03	0.008	0.2	0.001	n/a
663.693359375	0.001	electrical_stimulation	SPESprop	n/a	n/a	663.694359375	1359244	1359246.048	monophasic	TL03-TL02	0.008	0.2	0.001	n/a
675.3037109375	0.001	electrical_stimulation	SPESprop	n/a	n/a	675.3047109375	1383022	1383024.048	monophasic	TL03-TL04	0.008	0.2	0.001	n/a
680.30322265625	0.001	electrical_stimulation	SPESprop	n/a	n/a	680.30422265625	1393261	1393263.048	monophasic	TL03-TL04	0.008	0.2	0.001	n/a
681.05322265625	0.001	electrical_stimulation	SPESprop	n/a	n/a	681.05422265625	1394797	1394799.048	monophasic	TL04-TL03	0.008	0.2	0.001	n/a
692.7705078125	0.001	electrical_stimulation	SPESprop	n/a	n/a	692.7715078125	1418794	1418796.048	monophasic	TL04-TL05	0.008	0.2	0.001	n/a
