onset	duration	trial_type	writtenTime	pressedTrigger
0	0	Start of recording	0.22	True
59.9999964237213	0	Sync	0.23	True
179.999999329448	0	Electrodetest	0.25	True
719.999997317791	0	Went to bed	0.34	True
1019.99999955297	0	Lights Out	0.39	True
35400.0000022352	0	Got up	10.12	True
