onset	duration	trial_type	sub_type	electrodes_involved_onset	electrodes_involved_offset	offset	sample_start	sample_end	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_current	electrical_stimulation_frequency	electrical_stimulation_pulsewidth	notes
0.94140625	0.400390625	artefact	n/a	all	all	1.341796875	482	687	n/a	n/a	n/a	n/a	n/a	n/a
42.880859375	0.30078125	artefact	n/a	all	all	43.181640625	21955	22109	n/a	n/a	n/a	n/a	n/a	n/a
43.615234375	0.357421875	artefact	n/a	all	all	43.97265625	22331	22514	n/a	n/a	n/a	n/a	n/a	n/a
71.888671875	0.583984375	artefact	n/a	all	all	72.47265625	36807	37106	n/a	n/a	n/a	n/a	n/a	n/a
78.2421875	1.17578125	artefact	n/a	all	all	79.41796875	40060	40662	n/a	n/a	n/a	n/a	n/a	n/a
88.353515625	1.392578125	artefact	n/a	all	all	89.74609375	45237	45950	n/a	n/a	n/a	n/a	n/a	n/a
432.8203125	2.54296875	artefact	n/a	all	all	435.36328125	221604	222906	n/a	n/a	n/a	n/a	n/a	n/a
454.95703125	1.3515625	artefact	n/a	all	all	456.30859375	232938	233630	n/a	n/a	n/a	n/a	n/a	n/a
809.345703125	0.375	artefact	n/a	all	all	809.720703125	414385	414577	n/a	n/a	n/a	n/a	n/a	n/a
819.384765625	0.216796875	artefact	n/a	all	all	819.6015625	419525	419636	n/a	n/a	n/a	n/a	n/a	n/a
845.658203125	0.408203125	artefact	n/a	all	all	846.06640625	432977	433186	n/a	n/a	n/a	n/a	n/a	n/a
883.845703125	0.283203125	artefact	n/a	all	all	884.12890625	452529	452674	n/a	n/a	n/a	n/a	n/a	n/a
916.615234375	0.93359375	artefact	n/a	all	all	917.548828125	469307	469785	n/a	n/a	n/a	n/a	n/a	n/a
1044.486328125	0.423828125	artefact	n/a	all	all	1044.91015625	534777	534994	n/a	n/a	n/a	n/a	n/a	n/a
1134.703125	0.849609375	artefact	n/a	all	all	1135.552734375	580968	581403	n/a	n/a	n/a	n/a	n/a	n/a
1452.078125	0.3671875	artefact	n/a	all	all	1452.4453125	743464	743652	n/a	n/a	n/a	n/a	n/a	n/a
1456.814453125	0.80078125	artefact	n/a	all	all	1457.615234375	745889	746299	n/a	n/a	n/a	n/a	n/a	n/a
1725.330078125	14.2578125	artefact	n/a	all	all	1739.587890625	883369	890669	n/a	n/a	n/a	n/a	n/a	n/a
1746.75	0.583984375	artefact	n/a	all	all	1747.333984375	894336	894635	n/a	n/a	n/a	n/a	n/a	n/a
1750.1015625	1.693359375	artefact	n/a	all	all	1751.794921875	896052	896919	n/a	n/a	n/a	n/a	n/a	n/a
1759.25	1.017578125	artefact	n/a	all	all	1760.267578125	900736	901257	n/a	n/a	n/a	n/a	n/a	n/a
1764.669921875	1.3828125	artefact	n/a	all	all	1766.052734375	903511	904219	n/a	n/a	n/a	n/a	n/a	n/a
1767.029296875	0.791015625	artefact	n/a	all	all	1767.8203125	904719	905124	n/a	n/a	n/a	n/a	n/a	n/a
1778.986328125	2.4921875	artefact	n/a	all	all	1781.478515625	910841	912117	n/a	n/a	n/a	n/a	n/a	n/a
1810.76171875	0.658203125	artefact	n/a	all	all	1811.419921875	927110	927447	n/a	n/a	n/a	n/a	n/a	n/a
1839.03515625	0.275390625	artefact	n/a	all	all	1839.310546875	941586	941727	n/a	n/a	n/a	n/a	n/a	n/a
1863.2734375	1.91796875	artefact	n/a	all	all	1865.19140625	953996	954978	n/a	n/a	n/a	n/a	n/a	n/a
1878.966796875	2.17578125	artefact	n/a	all	all	1881.142578125	962031	963145	n/a	n/a	n/a	n/a	n/a	n/a
1889.98046875	1.091796875	artefact	n/a	all	all	1891.072265625	967670	968229	n/a	n/a	n/a	n/a	n/a	n/a
1901.26171875	5.111328125	artefact	n/a	all	all	1906.373046875	973446	976063	n/a	n/a	n/a	n/a	n/a	n/a
1908.591796875	0.900390625	artefact	n/a	all	all	1909.4921875	977199	977660	n/a	n/a	n/a	n/a	n/a	n/a
1923.94140625	1.109375	artefact	n/a	all	all	1925.05078125	985058	985626	n/a	n/a	n/a	n/a	n/a	n/a
2336.779296875	0.625	artefact	n/a	all	all	2337.404296875	1196431	1196751	n/a	n/a	n/a	n/a	n/a	n/a
2842.3671875	0.3671875	artefact	n/a	all	all	2842.734375	1455292	1455480	n/a	n/a	n/a	n/a	n/a	n/a
2843.703125	0.44921875	artefact	n/a	all	all	2844.15234375	1455976	1456206	n/a	n/a	n/a	n/a	n/a	n/a
5120.859375	0.2421875	artefact	n/a	all	all	5121.1015625	2621880	2622004	n/a	n/a	n/a	n/a	n/a	n/a
5323.529296875	0.634765625	artefact	n/a	all	all	5324.1640625	2725647	2725972	n/a	n/a	n/a	n/a	n/a	n/a
5327.900390625	9.36328125	artefact	n/a	all	all	5337.263671875	2727885	2732679	n/a	n/a	n/a	n/a	n/a	n/a
5342.3828125	2.42578125	artefact	n/a	all	all	5344.80859375	2735300	2736542	n/a	n/a	n/a	n/a	n/a	n/a
5348.5703125	3.509765625	artefact	n/a	all	all	5352.080078125	2738468	2740265	n/a	n/a	n/a	n/a	n/a	n/a
5358.916015625	1.7265625	artefact	n/a	all	all	5360.642578125	2743765	2744649	n/a	n/a	n/a	n/a	n/a	n/a
5370.5546875	1.892578125	artefact	n/a	all	all	5372.447265625	2749724	2750693	n/a	n/a	n/a	n/a	n/a	n/a
5386.337890625	0.474609375	artefact	n/a	all	all	5386.8125	2757805	2758048	n/a	n/a	n/a	n/a	n/a	n/a
5427.427734375	1.091796875	artefact	n/a	all	all	5428.51953125	2778843	2779402	n/a	n/a	n/a	n/a	n/a	n/a
5430.50390625	0.44921875	artefact	n/a	all	all	5430.953125	2780418	2780648	n/a	n/a	n/a	n/a	n/a	n/a
5443.044921875	1.0078125	artefact	n/a	all	all	5444.052734375	2786839	2787355	n/a	n/a	n/a	n/a	n/a	n/a
5462.138671875	2.109375	artefact	n/a	all	all	5464.248046875	2796615	2797695	n/a	n/a	n/a	n/a	n/a	n/a
5565.26171875	1.826171875	artefact	n/a	all	all	5567.087890625	2849414	2850349	n/a	n/a	n/a	n/a	n/a	n/a
5569.537109375	1.79296875	artefact	n/a	all	all	5571.330078125	2851603	2852521	n/a	n/a	n/a	n/a	n/a	n/a
5574.056640625	0.341796875	artefact	n/a	all	all	5574.3984375	2853917	2854092	n/a	n/a	n/a	n/a	n/a	n/a
5599.302734375	0.41015625	artefact	n/a	all	all	5599.712890625	2866843	2867053	n/a	n/a	n/a	n/a	n/a	n/a
5602.271484375	1.4921875	artefact	n/a	all	all	5603.763671875	2868363	2869127	n/a	n/a	n/a	n/a	n/a	n/a
5613.01171875	0.333984375	artefact	n/a	all	all	5613.345703125	2873862	2874033	n/a	n/a	n/a	n/a	n/a	n/a
4189.279296875	988.921875	stimulation	SPESclin	all	all	5178.201171875	2144911	2651239	n/a	n/a	n/a	n/a	n/a	n/a
