onset	duration	trial_type	sub_type	electrodes_involved_onset	electrodes_involved_offset	offset	sample_start	sample_end	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_current	electrical_stimulation_frequency	electrical_stimulation_pulsewidth	notes
507.005859375	0.232421875	artefact	n/a	all	all	507.23828125	259587	259706	n/a	n/a	n/a	n/a	n/a	n/a
529.52734375	0.158203125	artefact	n/a	all	all	529.685546875	271118	271199	n/a	n/a	n/a	n/a	n/a	n/a
1116.111328125	12.388671875	artefact	n/a	all	all	1128.5	571449	577792	n/a	n/a	n/a	n/a	n/a	n/a
1137.138671875	0.517578125	artefact	n/a	all	all	1137.65625	582215	582480	n/a	n/a	n/a	n/a	n/a	n/a
1138.72265625	0.18359375	artefact	n/a	all	all	1138.90625	583026	583120	n/a	n/a	n/a	n/a	n/a	n/a
1156.173828125	1.642578125	artefact	n/a	all	all	1157.81640625	591961	592802	n/a	n/a	n/a	n/a	n/a	n/a
1159.41796875	83.904296875	artefact	n/a	all	all	1243.322265625	593622	636581	n/a	n/a	n/a	n/a	n/a	n/a
1258.740234375	39.6640625	artefact	n/a	all	all	1298.404296875	644475	664783	n/a	n/a	n/a	n/a	n/a	n/a
1309.083984375	1.29296875	artefact	n/a	all	all	1310.376953125	670251	670913	n/a	n/a	n/a	n/a	n/a	n/a
1322.609375	3.03515625	artefact	n/a	all	all	1325.64453125	677176	678730	n/a	n/a	n/a	n/a	n/a	n/a
1328.25390625	0.275390625	artefact	n/a	all	all	1328.529296875	680066	680207	n/a	n/a	n/a	n/a	n/a	n/a
1329.36328125	1.224609375	artefact	n/a	all	all	1330.587890625	680634	681261	n/a	n/a	n/a	n/a	n/a	n/a
1378.556640625	0.67578125	artefact	n/a	all	all	1379.232421875	705821	706167	n/a	n/a	n/a	n/a	n/a	n/a
1458.55078125	0.79296875	artefact	n/a	all	all	1459.34375	746778	747184	n/a	n/a	n/a	n/a	n/a	n/a
1466.380859375	0.474609375	artefact	n/a	all	all	1466.85546875	750787	751030	n/a	n/a	n/a	n/a	n/a	n/a
1527.36328125	1.677734375	artefact	n/a	all	all	1529.041015625	782010	782869	n/a	n/a	n/a	n/a	n/a	n/a
1530.125	2.017578125	artefact	n/a	all	all	1532.142578125	783424	784457	n/a	n/a	n/a	n/a	n/a	n/a
1541.60546875	0.2421875	artefact	n/a	all	all	1541.84765625	789302	789426	n/a	n/a	n/a	n/a	n/a	n/a
1569.287109375	0.17578125	artefact	n/a	all	all	1569.462890625	803475	803565	n/a	n/a	n/a	n/a	n/a	n/a
1577.734375	0.68359375	artefact	n/a	all	all	1578.41796875	807800	808150	n/a	n/a	n/a	n/a	n/a	n/a
1587.462890625	1.841796875	artefact	n/a	all	all	1589.3046875	812781	813724	n/a	n/a	n/a	n/a	n/a	n/a
1986.568359375	1.541015625	artefact	n/a	all	all	1988.109375	1017123	1017912	n/a	n/a	n/a	n/a	n/a	n/a
2013.2421875	1.083984375	artefact	n/a	all	all	2014.326171875	1030780	1031335	n/a	n/a	n/a	n/a	n/a	n/a
2015.208984375	4.2109375	artefact	n/a	all	all	2019.419921875	1031787	1033943	n/a	n/a	n/a	n/a	n/a	n/a
2022.49609375	1.55078125	artefact	n/a	all	all	2024.046875	1035518	1036312	n/a	n/a	n/a	n/a	n/a	n/a
2050.912109375	2.234375	artefact	n/a	all	all	2053.146484375	1050067	1051211	n/a	n/a	n/a	n/a	n/a	n/a
2071.1796875	2.443359375	artefact	n/a	all	all	2073.623046875	1060444	1061695	n/a	n/a	n/a	n/a	n/a	n/a
2100.771484375	0.93359375	artefact	n/a	all	all	2101.705078125	1075595	1076073	n/a	n/a	n/a	n/a	n/a	n/a
2147.181640625	0.515625	artefact	n/a	all	all	2147.697265625	1099357	1099621	n/a	n/a	n/a	n/a	n/a	n/a
2171.810546875	0.841796875	artefact	n/a	all	all	2172.65234375	1111967	1112398	n/a	n/a	n/a	n/a	n/a	n/a
2173.9765625	2.02734375	artefact	n/a	all	all	2176.00390625	1113076	1114114	n/a	n/a	n/a	n/a	n/a	n/a
2183.1484375	0.376953125	artefact	n/a	all	all	2183.525390625	1117772	1117965	n/a	n/a	n/a	n/a	n/a	n/a
2213.39453125	0.34375	artefact	n/a	all	all	2213.73828125	1133258	1133434	n/a	n/a	n/a	n/a	n/a	n/a
2214.46484375	0.580078125	artefact	n/a	all	all	2215.044921875	1133806	1134103	n/a	n/a	n/a	n/a	n/a	n/a
2234.5	0.212890625	artefact	n/a	all	all	2234.712890625	1144064	1144173	n/a	n/a	n/a	n/a	n/a	n/a
2290.822265625	0.27734375	artefact	n/a	all	all	2291.099609375	1172901	1173043	n/a	n/a	n/a	n/a	n/a	n/a
2738.173828125	0.474609375	artefact	n/a	all	all	2738.6484375	1401945	1402188	n/a	n/a	n/a	n/a	n/a	n/a
3070.216796875	0.736328125	artefact	n/a	all	all	3070.953125	1571951	1572328	n/a	n/a	n/a	n/a	n/a	n/a
3107.958984375	0.595703125	artefact	n/a	all	all	3108.5546875	1591275	1591580	n/a	n/a	n/a	n/a	n/a	n/a
3266.24609375	1.537109375	artefact	n/a	all	all	3267.783203125	1672318	1673105	n/a	n/a	n/a	n/a	n/a	n/a
3390.99609375	0.96484375	artefact	n/a	all	all	3391.9609375	1736190	1736684	n/a	n/a	n/a	n/a	n/a	n/a
3393.359375	1.576171875	artefact	n/a	all	all	3394.935546875	1737400	1738207	n/a	n/a	n/a	n/a	n/a	n/a
3395.44921875	0.79296875	artefact	n/a	all	all	3396.2421875	1738470	1738876	n/a	n/a	n/a	n/a	n/a	n/a
3405.462890625	1.0703125	artefact	n/a	all	all	3406.533203125	1743597	1744145	n/a	n/a	n/a	n/a	n/a	n/a
3420.18359375	0.8828125	artefact	n/a	all	all	3421.06640625	1751134	1751586	n/a	n/a	n/a	n/a	n/a	n/a
3429.044921875	0.490234375	artefact	n/a	all	all	3429.53515625	1755671	1755922	n/a	n/a	n/a	n/a	n/a	n/a
5861.8828125	0.318359375	artefact	n/a	all	all	5862.201171875	3001284	3001447	n/a	n/a	n/a	n/a	n/a	n/a
5926.869140625	0.701171875	artefact	n/a	all	all	5927.5703125	3034557	3034916	n/a	n/a	n/a	n/a	n/a	n/a
7026.576171875	12.302734375	artefact	n/a	all	all	7038.87890625	3597607	3603906	n/a	n/a	n/a	n/a	n/a	n/a
7052.677734375	26.20703125	artefact	n/a	all	all	7078.884765625	3610971	3624389	n/a	n/a	n/a	n/a	n/a	n/a
7093.671875	4.365234375	artefact	n/a	all	all	7098.037109375	3631960	3634195	n/a	n/a	n/a	n/a	n/a	n/a
7103.546875	8.92578125	artefact	n/a	all	all	7112.47265625	3637016	3641586	n/a	n/a	n/a	n/a	n/a	n/a
7174.23046875	5.345703125	artefact	n/a	all	all	7179.576171875	3673206	3675943	n/a	n/a	n/a	n/a	n/a	n/a
7180.71484375	0.3515625	artefact	n/a	all	all	7181.06640625	3676526	3676706	n/a	n/a	n/a	n/a	n/a	n/a
7182.98828125	0.359375	artefact	n/a	all	all	7183.34765625	3677690	3677874	n/a	n/a	n/a	n/a	n/a	n/a
7190.58203125	5.22265625	artefact	n/a	all	all	7195.8046875	3681578	3684252	n/a	n/a	n/a	n/a	n/a	n/a
2877.943359375	4218.96875	stimulation	SPESclin	all	all	7096.912109375	1473507	3633619	n/a	n/a	n/a	n/a	n/a	n/a
