onset	duration	trial_type	sub_type	electrodes_involved_onset	electrodes_involved_offset	offset	sample_start	sample_end	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_current	electrical_stimulation_frequency	electrical_stimulation_pulsewidth	notes
16.42822265625	0.001	electrical_stimulation	SPESclin	n/a	n/a	16.42922265625	33645	33647.048	monophasic	P01-P02	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
21.42822265625	0.001	electrical_stimulation	SPESclin	n/a	n/a	21.42922265625	43885	43887.048	monophasic	P01-P02	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
26.42822265625	0.001	electrical_stimulation	SPESclin	n/a	n/a	26.42922265625	54125	54127.048	monophasic	P01-P02	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
31.4287109375	0.001	electrical_stimulation	SPESclin	n/a	n/a	31.4297109375	64366	64368.048	monophasic	P01-P02	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
36.4287109375	0.001	electrical_stimulation	SPESclin	n/a	n/a	36.4297109375	74606	74608.048	monophasic	P01-P02	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
42.255859375	0.001	electrical_stimulation	SPESclin	n/a	n/a	42.256859375	86540	86542.048	monophasic	P02-P01	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
47.255859375	0.001	electrical_stimulation	SPESclin	n/a	n/a	47.256859375	96780	96782.048	monophasic	P02-P01	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
52.255859375	0.001	electrical_stimulation	SPESclin	n/a	n/a	52.256859375	107020	107022.048	monophasic	P02-P01	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
57.255859375	0.001	electrical_stimulation	SPESclin	n/a	n/a	57.256859375	117260	117262.048	monophasic	P02-P01	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
62.25634765625	0.001	electrical_stimulation	SPESclin	n/a	n/a	62.25734765625	127501	127503.048	monophasic	P02-P01	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
73.884765625	0.001	electrical_stimulation	SPESclin	n/a	n/a	73.885765625	151316	151318.048	monophasic	P02-P03	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
78.884765625	0.001	electrical_stimulation	SPESclin	n/a	n/a	78.885765625	161556	161558.048	monophasic	P02-P03	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
83.884765625	0.001	electrical_stimulation	SPESclin	n/a	n/a	83.885765625	171796	171798.048	monophasic	P02-P03	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
88.884765625	0.001	electrical_stimulation	SPESclin	n/a	n/a	88.885765625	182036	182038.048	monophasic	P02-P03	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
93.88525390625	0.001	electrical_stimulation	SPESclin	n/a	n/a	93.88625390625	192277	192279.048	monophasic	P02-P03	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
99.64892578125	0.001	electrical_stimulation	SPESclin	n/a	n/a	99.64992578125	204081	204083.048	monophasic	P03-P02	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
104.64892578125	0.001	electrical_stimulation	SPESclin	n/a	n/a	104.64992578125	214321	214323.048	monophasic	P03-P02	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
109.64892578125	0.001	electrical_stimulation	SPESclin	n/a	n/a	109.64992578125	224561	224563.048	monophasic	P03-P02	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
114.64892578125	0.001	electrical_stimulation	SPESclin	n/a	n/a	114.64992578125	234801	234803.048	monophasic	P03-P02	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
119.64892578125	0.001	electrical_stimulation	SPESclin	n/a	n/a	119.64992578125	245041	245043.048	monophasic	P03-P02	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
131.3544921875	0.001	electrical_stimulation	SPESclin	n/a	n/a	131.3554921875	269014	269016.048	monophasic	P03-P04	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
136.3544921875	0.001	electrical_stimulation	SPESclin	n/a	n/a	136.3554921875	279254	279256.048	monophasic	P03-P04	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
141.35498046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	141.35598046875	289495	289497.048	monophasic	P03-P04	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
146.35498046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	146.35598046875	299735	299737.048	monophasic	P03-P04	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
151.35498046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	151.35598046875	309975	309977.048	monophasic	P03-P04	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
157.10498046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	157.10598046875	321751	321753.048	monophasic	P04-P03	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
162.10498046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	162.10598046875	331991	331993.048	monophasic	P04-P03	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
167.10546875	0.001	electrical_stimulation	SPESclin	n/a	n/a	167.10646875	342232	342234.048	monophasic	P04-P03	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
172.10546875	0.001	electrical_stimulation	SPESclin	n/a	n/a	172.10646875	352472	352474.048	monophasic	P04-P03	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
177.10546875	0.001	electrical_stimulation	SPESclin	n/a	n/a	177.10646875	362712	362714.048	monophasic	P04-P03	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
188.82470703125	0.001	electrical_stimulation	SPESclin	n/a	n/a	188.82570703125	386713	386715.048	monophasic	P04-P05	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
193.82470703125	0.001	electrical_stimulation	SPESclin	n/a	n/a	193.82570703125	396953	396955.048	monophasic	P04-P05	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
198.82470703125	0.001	electrical_stimulation	SPESclin	n/a	n/a	198.82570703125	407193	407195.048	monophasic	P04-P05	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
203.8251953125	0.001	electrical_stimulation	SPESclin	n/a	n/a	203.8261953125	417434	417436.048	monophasic	P04-P05	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
208.8251953125	0.001	electrical_stimulation	SPESclin	n/a	n/a	208.8261953125	427674	427676.048	monophasic	P04-P05	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
214.5888671875	0.001	electrical_stimulation	SPESclin	n/a	n/a	214.5898671875	439478	439480.048	monophasic	P05-P04	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
219.5888671875	0.001	electrical_stimulation	SPESclin	n/a	n/a	219.5898671875	449718	449720.048	monophasic	P05-P04	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
224.58935546875	0.001	electrical_stimulation	SPESclin	n/a	n/a	224.59035546875	459959	459961.048	monophasic	P05-P04	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
229.58935546875	0.001	electrical_stimulation	SPESclin	n/a	n/a	229.59035546875	470199	470201.048	monophasic	P05-P04	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
234.58935546875	0.001	electrical_stimulation	SPESclin	n/a	n/a	234.59035546875	480439	480441.048	monophasic	P05-P04	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
246.326171875	0.001	electrical_stimulation	SPESclin	n/a	n/a	246.327171875	504476	504478.048	monophasic	P05-P06	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
251.326171875	0.001	electrical_stimulation	SPESclin	n/a	n/a	251.327171875	514716	514718.048	monophasic	P05-P06	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
256.326171875	0.001	electrical_stimulation	SPESclin	n/a	n/a	256.327171875	524956	524958.048	monophasic	P05-P06	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
261.32666015625	0.001	electrical_stimulation	SPESclin	n/a	n/a	261.32766015625	535197	535199.048	monophasic	P05-P06	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
266.32666015625	0.001	electrical_stimulation	SPESclin	n/a	n/a	266.32766015625	545437	545439.048	monophasic	P05-P06	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
272.25537109375	0.001	electrical_stimulation	SPESclin	n/a	n/a	272.25637109375	557579	557581.048	monophasic	P06-P05	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
277.25537109375	0.001	electrical_stimulation	SPESclin	n/a	n/a	277.25637109375	567819	567821.048	monophasic	P06-P05	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
282.25537109375	0.001	electrical_stimulation	SPESclin	n/a	n/a	282.25637109375	578059	578061.048	monophasic	P06-P05	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
287.255859375	0.001	electrical_stimulation	SPESclin	n/a	n/a	287.256859375	588300	588302.048	monophasic	P06-P05	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
292.255859375	0.001	electrical_stimulation	SPESclin	n/a	n/a	292.256859375	598540	598542.048	monophasic	P06-P05	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
303.7958984375	0.001	electrical_stimulation	SPESclin	n/a	n/a	303.7968984375	622174	622176.048	monophasic	P06-P07	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
308.7958984375	0.001	electrical_stimulation	SPESclin	n/a	n/a	308.7968984375	632414	632416.048	monophasic	P06-P07	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
313.79638671875	0.001	electrical_stimulation	SPESclin	n/a	n/a	313.79738671875	642655	642657.048	monophasic	P06-P07	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
318.79638671875	0.001	electrical_stimulation	SPESclin	n/a	n/a	318.79738671875	652895	652897.048	monophasic	P06-P07	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
323.79638671875	0.001	electrical_stimulation	SPESclin	n/a	n/a	323.79738671875	663135	663137.048	monophasic	P06-P07	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
329.54638671875	0.001	electrical_stimulation	SPESclin	n/a	n/a	329.54738671875	674911	674913.048	monophasic	P07-P06	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
334.546875	0.001	electrical_stimulation	SPESclin	n/a	n/a	334.547875	685152	685154.048	monophasic	P07-P06	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
339.546875	0.001	electrical_stimulation	SPESclin	n/a	n/a	339.547875	695392	695394.048	monophasic	P07-P06	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
344.546875	0.001	electrical_stimulation	SPESclin	n/a	n/a	344.547875	705632	705634.048	monophasic	P07-P06	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
349.546875	0.001	electrical_stimulation	SPESclin	n/a	n/a	349.547875	715872	715874.048	monophasic	P07-P06	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
361.29736328125	0.001	electrical_stimulation	SPESclin	n/a	n/a	361.29836328125	739937	739939.048	monophasic	P07-P08	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
366.29736328125	0.001	electrical_stimulation	SPESclin	n/a	n/a	366.29836328125	750177	750179.048	monophasic	P07-P08	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
371.29736328125	0.001	electrical_stimulation	SPESclin	n/a	n/a	371.29836328125	760417	760419.048	monophasic	P07-P08	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
376.29736328125	0.001	electrical_stimulation	SPESclin	n/a	n/a	376.29836328125	770657	770659.048	monophasic	P07-P08	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
381.2978515625	0.001	electrical_stimulation	SPESclin	n/a	n/a	381.2988515625	780898	780900.048	monophasic	P07-P08	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
387.0478515625	0.001	electrical_stimulation	SPESclin	n/a	n/a	387.0488515625	792674	792676.048	monophasic	P08-P07	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
392.0478515625	0.001	electrical_stimulation	SPESclin	n/a	n/a	392.0488515625	802914	802916.048	monophasic	P08-P07	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
397.04833984375	0.001	electrical_stimulation	SPESclin	n/a	n/a	397.04933984375	813155	813157.048	monophasic	P08-P07	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
402.04833984375	0.001	electrical_stimulation	SPESclin	n/a	n/a	402.04933984375	823395	823397.048	monophasic	P08-P07	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
407.04833984375	0.001	electrical_stimulation	SPESclin	n/a	n/a	407.04933984375	833635	833637.048	monophasic	P08-P07	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
418.76708984375	0.001	electrical_stimulation	SPESclin	n/a	n/a	418.76808984375	857635	857637.048	monophasic	P09-P10	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
423.76708984375	0.001	electrical_stimulation	SPESclin	n/a	n/a	423.76808984375	867875	867877.048	monophasic	P09-P10	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
428.76708984375	0.001	electrical_stimulation	SPESclin	n/a	n/a	428.76808984375	878115	878117.048	monophasic	P09-P10	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
433.767578125	0.001	electrical_stimulation	SPESclin	n/a	n/a	433.768578125	888356	888358.048	monophasic	P09-P10	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
438.767578125	0.001	electrical_stimulation	SPESclin	n/a	n/a	438.768578125	898596	898598.048	monophasic	P09-P10	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
444.50048828125	0.001	electrical_stimulation	SPESclin	n/a	n/a	444.50148828125	910337	910339.048	monophasic	P10-P09	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
449.50048828125	0.001	electrical_stimulation	SPESclin	n/a	n/a	449.50148828125	920577	920579.048	monophasic	P10-P09	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
454.5009765625	0.001	electrical_stimulation	SPESclin	n/a	n/a	454.5019765625	930818	930820.048	monophasic	P10-P09	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
459.5009765625	0.001	electrical_stimulation	SPESclin	n/a	n/a	459.5019765625	941058	941060.048	monophasic	P10-P09	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
464.5009765625	0.001	electrical_stimulation	SPESclin	n/a	n/a	464.5019765625	951298	951300.048	monophasic	P10-P09	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
476.259765625	0.001	electrical_stimulation	SPESclin	n/a	n/a	476.260765625	975380	975382.048	monophasic	P10-P11	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
481.259765625	0.001	electrical_stimulation	SPESclin	n/a	n/a	481.260765625	985620	985622.048	monophasic	P10-P11	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
486.26025390625	0.001	electrical_stimulation	SPESclin	n/a	n/a	486.26125390625	995861	995863.048	monophasic	P10-P11	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
491.26025390625	0.001	electrical_stimulation	SPESclin	n/a	n/a	491.26125390625	1006101	1006103.048	monophasic	P10-P11	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
496.26025390625	0.001	electrical_stimulation	SPESclin	n/a	n/a	496.26125390625	1016341	1016343.048	monophasic	P10-P11	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
502.25439453125	0.001	electrical_stimulation	SPESclin	n/a	n/a	502.25539453125	1028617	1028619.048	monophasic	P11-P10	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
507.25439453125	0.001	electrical_stimulation	SPESclin	n/a	n/a	507.25539453125	1038857	1038859.048	monophasic	P11-P10	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
512.2548828125	0.001	electrical_stimulation	SPESclin	n/a	n/a	512.2558828125	1049098	1049100.048	monophasic	P11-P10	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
517.2548828125	0.001	electrical_stimulation	SPESclin	n/a	n/a	517.2558828125	1059338	1059340.048	monophasic	P11-P10	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
522.2548828125	0.001	electrical_stimulation	SPESclin	n/a	n/a	522.2558828125	1069578	1069580.048	monophasic	P11-P10	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
533.72998046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	533.73098046875	1093079	1093081.048	monophasic	P11-P12	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
538.72998046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	538.73098046875	1103319	1103321.048	monophasic	P11-P12	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
543.72998046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	543.73098046875	1113559	1113561.048	monophasic	P11-P12	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
548.72998046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	548.73098046875	1123799	1123801.048	monophasic	P11-P12	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
553.73046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	553.73146875	1134040	1134042.048	monophasic	P11-P12	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
559.48046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	559.48146875	1145816	1145818.048	monophasic	P12-P11	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
564.48046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	564.48146875	1156056	1156058.048	monophasic	P12-P11	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
569.48046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	569.48146875	1166296	1166298.048	monophasic	P12-P11	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
574.48046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	574.48146875	1176536	1176538.048	monophasic	P12-P11	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
579.48095703125	0.001	electrical_stimulation	SPESclin	n/a	n/a	579.48195703125	1186777	1186779.048	monophasic	P12-P11	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
591.2001953125	0.001	electrical_stimulation	SPESclin	n/a	n/a	591.2011953125	1210778	1210780.048	monophasic	P12-P13	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
596.2001953125	0.001	electrical_stimulation	SPESclin	n/a	n/a	596.2011953125	1221018	1221020.048	monophasic	P12-P13	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
601.2001953125	0.001	electrical_stimulation	SPESclin	n/a	n/a	601.2011953125	1231258	1231260.048	monophasic	P12-P13	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
606.20068359375	0.001	electrical_stimulation	SPESclin	n/a	n/a	606.20168359375	1241499	1241501.048	monophasic	P12-P13	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
611.20068359375	0.001	electrical_stimulation	SPESclin	n/a	n/a	611.20168359375	1251739	1251741.048	monophasic	P12-P13	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
616.95068359375	0.001	electrical_stimulation	SPESclin	n/a	n/a	616.95168359375	1263515	1263517.048	monophasic	P13-P12	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
621.95068359375	0.001	electrical_stimulation	SPESclin	n/a	n/a	621.95168359375	1273755	1273757.048	monophasic	P13-P12	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
626.95068359375	0.001	electrical_stimulation	SPESclin	n/a	n/a	626.95168359375	1283995	1283997.048	monophasic	P13-P12	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
631.95068359375	0.001	electrical_stimulation	SPESclin	n/a	n/a	631.95168359375	1294235	1294237.048	monophasic	P13-P12	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
636.951171875	0.001	electrical_stimulation	SPESclin	n/a	n/a	636.952171875	1304476	1304478.048	monophasic	P13-P12	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
648.701171875	0.001	electrical_stimulation	SPESclin	n/a	n/a	648.702171875	1328540	1328542.048	monophasic	P13-P14	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
653.701171875	0.001	electrical_stimulation	SPESclin	n/a	n/a	653.702171875	1338780	1338782.048	monophasic	P13-P14	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
658.701171875	0.001	electrical_stimulation	SPESclin	n/a	n/a	658.702171875	1349020	1349022.048	monophasic	P13-P14	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
663.70166015625	0.001	electrical_stimulation	SPESclin	n/a	n/a	663.70266015625	1359261	1359263.048	monophasic	P13-P14	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
668.70166015625	0.001	electrical_stimulation	SPESclin	n/a	n/a	668.70266015625	1369501	1369503.048	monophasic	P13-P14	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
674.45166015625	0.001	electrical_stimulation	SPESclin	n/a	n/a	674.45266015625	1381277	1381279.048	monophasic	P14-P13	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
679.45166015625	0.001	electrical_stimulation	SPESclin	n/a	n/a	679.45266015625	1391517	1391519.048	monophasic	P14-P13	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
684.4521484375	0.001	electrical_stimulation	SPESclin	n/a	n/a	684.4531484375	1401758	1401760.048	monophasic	P14-P13	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
689.4521484375	0.001	electrical_stimulation	SPESclin	n/a	n/a	689.4531484375	1411998	1412000.048	monophasic	P14-P13	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
