onset	duration	trial_type	writtenTime	pressedTrigger
0	0	Start of recording	1.53	False
60.0000064820051	0	Sync	1.54	True
120.000002905726	0	Electrodetest	1.55	True
420.000005140901	0	Went to bed	2.00	True
480.000001564622	0	Lights Out	2.01	True
27719.9999973178	0	Got up	9.35	False
