onset	duration	trial_type	writtenTime	pressedTrigger
0	0	Start of recording	1.49	True
59.9999964237213	0	Sync	1.50	True
179.999999329448	0	Electrodetest	1.52	True
1019.99999955297	0	Went to bed	2.06	True
1079.99999597669	0	Lights Out	2.07	True
22260.0000008941	0	Got up	8.00	True
